省份编码,省份,年份,500万元以下固定资产投资(不含农户)(亿元),500万元-1亿元固定资产投资(不含农户)(亿元),1-5亿元固定资产投资(不含农户)(亿元),5-10亿元固定资产投资(不含农户)(亿元),10亿元以上固定资产投资(不含农户)(亿元)
110000,北京市,2019,,,,,
110000,北京市,2018,,,,,
110000,北京市,2017,,353.0257,747.5972,498.612,3015.5584
110000,北京市,2016,,342.7237,730.1772,534.0964,2281.1179
110000,北京市,2015,,470.4674,660.8475,654.2444,1483.4124
110000,北京市,2014,,371.419,691.5362,586.2073,1508.9442
110000,北京市,2013,,456.3091,762.2776,630.8682,1464.6779
110000,北京市,2012,,282.8556,664.9251,430.3385,1533.298
110000,北京市,2011,,477.5959,546.9667,290.8927,1168.0732
110000,北京市,2010,10.7,239.8,436.8,246.0,1082.2
110000,北京市,2009,10.0774,246.2107,404.0584,205.5407,946.029
110000,北京市,2008,10.3354,218.1696,317.6855,220.8113,845.2065
110000,北京市,2007,8.1119,182.273,373.4646,188.8341,848.7854
110000,北京市,2006,5.051,181.2918,352.9679,211.9402,541.3319
110000,北京市,2005,3.2436,130.13,288.3577,167.2648,481.4037
110000,北京市,2004,3.4891,144.7511,277.6131,98.5063,335.3591
110000,北京市,2003,3.6534,,660.7783,360.9991,773.2362
110000,北京市,2002,,,,,
110000,北京市,2001,,,,,
110000,北京市,2000,,,,,
120000,天津市,2019,,,,,
120000,天津市,2018,,,,,
120000,天津市,2017,,5961.2555,816.8158,497.965,1765.2649
120000,天津市,2016,,6058.7497,1301.1691,883.0137,2213.4161
120000,天津市,2015,,5246.1348,1545.3117,1233.9449,1917.6334
120000,天津市,2014,,2916.3139,2721.4122,1113.8868,2039.1031
120000,天津市,2013,,2484.6809,2099.8444,1029.7609,2007.9095
120000,天津市,2012,,2113.3411,1547.4842,912.816,2079.6221
120000,天津市,2011,,1700.3647,1013.8224,553.6001,2692.647
120000,天津市,2010,0.2,922.7,707.4,598.5,2801.1
120000,天津市,2009,30.3418,817.9371,453.274,303.3486,2106.4828
120000,天津市,2008,19.7448,495.9428,424.8664,196.2115,1384.6471
120000,天津市,2007,11.0727,272.126,367.934,121.0696,914.6712
120000,天津市,2006,10.9763,225.3374,219.4509,100.9374,719.9622
120000,天津市,2005,10.0267,232.8033,233.3919,82.0987,478.1423
120000,天津市,2004,10.2543,164.3917,169.9855,91.3436,430.8759
120000,天津市,2003,9.0793,,270.2693,88.9746,367.2429
120000,天津市,2002,,,,,
120000,天津市,2001,,,,,
120000,天津市,2000,,,,,
130000,河北省,2019,,,,,
130000,河北省,2018,,,,,
130000,河北省,2017,,6139.4615,8653.7828,5146.876,8248.2019
130000,河北省,2016,,7194.1053,7337.4119,4631.2478,7481.669
130000,河北省,2015,,7800.5806,5448.7413,3758.8467,7612.2987
130000,河北省,2014,,5845.9793,5479.4239,3395.8017,7366.2742
130000,河北省,2013,,5781.333,4497.1542,2716.1582,6189.7084
130000,河北省,2012,,5384.0815,3925.9844,2242.5676,4465.4748
130000,河北省,2011,,5007.4553,3194.0666,1518.4907,3005.6545
130000,河北省,2010,242.4,3618.8,2655.6,1396.2,2744.7
130000,河北省,2009,203.5068,4090.0802,1846.3235,968.3991,1848.1531
130000,河北省,2008,92.8304,3119.3414,1051.0424,525.6341,1590.4841
130000,河北省,2007,111.6991,2457.5266,938.6025,384.9463,1088.2581
130000,河北省,2006,121.2961,1884.4854,887.7891,236.7148,791.3568
130000,河北省,2005,90.028,1258.2116,762.6533,185.7147,619.6348
130000,河北省,2004,77.5741,930.5205,561.6015,165.2867,329.1064
130000,河北省,2003,71.8477,,530.1549,123.3432,213.8678
130000,河北省,2002,,,,,
130000,河北省,2001,,,,,
130000,河北省,2000,,,,,
140000,山西省,2019,,,,,
140000,山西省,2018,,,,,
140000,山西省,2017,,1757.0752,1340.7838,451.372,1006.6442
140000,山西省,2016,,6554.4565,2482.5953,870.5845,2354.3615
140000,山西省,2015,,5576.1974,3162.5591,854.6308,2656.3315
140000,山西省,2014,,2942.2429,3782.7543,886.4756,3020.4283
140000,山西省,2013,,2834.6789,3020.4421,911.2311,2670.3654
140000,山西省,2012,,2094.9574,2536.4123,833.1833,2109.849
140000,山西省,2011,,1879.5014,1795.7873,677.8209,1694.381
140000,山西省,2010,27.0,1595.6,1123.0,516.2,1672.6
140000,山西省,2009,34.3685,1309.6957,867.9603,382.3243,1437.9333
140000,山西省,2008,20.0185,942.3133,733.1189,270.5296,901.8022
140000,山西省,2007,21.2369,614.1261,760.4421,277.3962,668.0895
140000,山西省,2006,23.1075,504.8867,535.9024,228.0944,555.0713
140000,山西省,2005,24.1349,377.7516,374.6908,163.5986,548.3032
140000,山西省,2004,20.8537,352.9846,321.4217,113.3515,375.2794
140000,山西省,2003,28.3808,,337.0163,62.2515,224.6269
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,,6739.2097,1499.4289,991.654,3707.839
150000,内蒙古自治区,2016,,7759.1837,1341.3046,1046.6534,3613.3443
150000,内蒙古自治区,2015,,6782.6001,1556.523,611.3245,3497.6501
150000,内蒙古自治区,2014,,7841.5566,2710.8318,691.1207,4823.4573
150000,内蒙古自治区,2013,,5809.1323,1978.7312,741.4544,4064.0623
150000,内蒙古自治区,2012,,4817.0622,1693.1178,587.1548,3360.9956
150000,内蒙古自治区,2011,,3665.1035,1547.8822,669.6256,2779.2064
150000,内蒙古自治区,2010,31.7,2513.1,1241.8,1077.3,2704.0
150000,内蒙古自治区,2009,44.6533,2511.4257,1013.974,771.2559,1987.0716
150000,内蒙古自治区,2008,41.2526,1695.2115,794.6177,574.0293,1477.6324
150000,内蒙古自治区,2007,45.3974,1162.5815,975.2404,444.5441,1126.3528
150000,内蒙古自治区,2006,47.0065,885.3867,703.3514,296.5115,1007.5887
150000,内蒙古自治区,2005,66.5314,797.8919,543.1444,207.2231,778.3618
150000,内蒙古自治区,2004,61.8267,566.0291,374.7942,145.7851,433.9244
150000,内蒙古自治区,2003,59.2761,,255.7476,105.6852,217.0207
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,,841.7901,1115.3729,576.1499,1621.767
210000,辽宁省,2016,,1430.4064,1074.6407,497.1384,1339.2966
210000,辽宁省,2015,,7492.8689,2141.6443,2138.4446,2308.7699
210000,辽宁省,2014,,5187.1501,5715.8518,4261.3553,3961.1716
210000,辽宁省,2013,,4871.1511,4976.6388,3444.78,5048.0806
210000,辽宁省,2012,,5190.5765,4057.4249,2330.2276,4501.3259
210000,辽宁省,2011,,4729.0199,3167.2697,1596.0896,3451.5212
210000,辽宁省,2010,,3919.0,2534.0,1428.1,3759.5
210000,辽宁省,2009,181.1742,3823.5775,1645.2189,910.9907,2403.5955
210000,辽宁省,2008,162.3664,2565.4287,1329.9855,587.4347,2175.9358
210000,辽宁省,2007,146.2246,1861.1131,1217.7483,451.0923,1402.2898
210000,辽宁省,2006,160.453,1393.9361,960.0733,307.4191,1013.7656
210000,辽宁省,2005,136.3273,982.8166,689.7878,327.6116,655.7238
210000,辽宁省,2004,68.3394,723.9383,513.9616,219.9686,348.8289
210000,辽宁省,2003,50.9249,,590.893,252.874,292.954
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,,8186.0978,1634.0085,700.8174,1699.8427
220000,吉林省,2016,,8071.6618,2333.6523,696.054,1655.0389
220000,吉林省,2015,,7563.5802,2107.0186,1110.2035,803.5504
220000,吉林省,2014,,5902.8588,2261.7948,989.8638,923.2951
220000,吉林省,2013,,4091.8584,2358.9932,894.5183,1127.9627
220000,吉林省,2012,,4326.9361,1955.4079,911.6927,758.1715
220000,吉林省,2011,,3362.1008,1151.5283,525.916,991.7132
220000,吉林省,2010,1039.1,2717.2,889.7,376.6,1451.6
220000,吉林省,2009,31.1247,3282.226,648.0606,369.9611,870.9037
220000,吉林省,2008,32.293,2323.4856,606.7121,293.8904,695.2905
220000,吉林省,2007,36.1628,1478.4996,633.737,301.903,399.8023
220000,吉林省,2006,35.599,929.5836,526.0471,222.3611,342.3135
220000,吉林省,2005,32.0557,518.4537,401.6616,134.0668,299.2828
220000,吉林省,2004,17.4281,320.036,283.8525,68.0494,198.0255
220000,吉林省,2003,21.4806,,265.9978,83.0887,124.4547
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,,7629.5145,943.1875,317.3335,1374.0214
230000,黑龙江省,2016,,6949.985,956.0574,350.0351,1311.6379
230000,黑龙江省,2015,,5849.9783,1281.5881,538.4665,1222.1046
230000,黑龙江省,2014,,3734.2499,2287.3018,955.8903,1236.3479
230000,黑龙江省,2013,,4960.2114,1903.9215,1212.1166,1440.2017
230000,黑龙江省,2012,,3465.0467,1925.1533,887.3427,1562.0582
230000,黑龙江省,2011,,2427.3026,1280.1169,557.0531,1665.88
230000,黑龙江省,2010,56.4,2461.4,932.9,552.1,1446.7
230000,黑龙江省,2009,55.6962,1821.5038,769.1272,422.9101,1062.5881
230000,黑龙江省,2008,40.3618,1167.4695,529.4408,262.8834,914.8111
230000,黑龙江省,2007,44.1171,774.0055,551.7787,184.7703,654.6554
230000,黑龙江省,2006,43.9749,568.8604,440.4967,176.6815,489.0835
230000,黑龙江省,2005,38.3038,372.2964,348.9079,144.9087,409.1677
230000,黑龙江省,2004,37.2694,301.7359,255.0661,113.9711,355.1741
230000,黑龙江省,2003,33.8774,,274.5289,101.5645,290.6253
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,,443.8896,722.8903,716.455,1501.1852
310000,上海市,2016,,380.5771,808.5299,645.1939,1208.3448
310000,上海市,2015,,451.0172,624.3191,650.9797,1154.1311
310000,上海市,2014,,566.2015,668.5559,532.0985,1039.6328
310000,上海市,2013,,620.5509,681.3659,571.799,950.8239
310000,上海市,2012,,652.7348,694.1916,484.9142,901.4372
310000,上海市,2011,,736.2472,575.5626,385.6545,1008.631
310000,上海市,2010,17.9,431.0,490.9,322.3,1387.7
310000,上海市,2009,20.3071,389.0835,453.2901,312.4784,1981.6781
310000,上海市,2008,18.8262,380.2281,419.1468,263.8525,1887.1572
310000,上海市,2007,21.2743,332.211,424.7799,212.4696,1746.838
310000,上海市,2006,23.5815,340.2948,406.9168,210.8759,1240.2123
310000,上海市,2005,24.5344,279.8999,418.7205,235.1024,993.4601
310000,上海市,2004,24.4652,261.7972,358.6806,177.4913,865.0507
310000,上海市,2003,8.9955,,668.0921,365.7728,851.6292
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,,23218.6894,8798.3891,3741.4169,7612.6062
320000,江苏省,2016,,20293.7597,10154.2875,3151.7583,6814.679
320000,江苏省,2015,,19514.9466,10666.4529,2344.2759,5225.8126
320000,江苏省,2014,,14670.9173,10388.2445,2786.4243,5466.949
320000,江苏省,2013,,11859.2135,8859.6842,2765.9323,5256.2361
320000,江苏省,2012,,9456.7558,7687.2171,2830.3091,4293.3662
320000,江苏省,2011,,9217.6741,5497.3693,2539.2614,3491.213
320000,江苏省,2010,,5257.6,3165.0,1846.4,2848.1
320000,江苏省,2009,,4558.5125,2763.2224,1433.9295,2172.6394
320000,江苏省,2008,,3307.9401,2307.0797,1049.266,1640.8701
320000,江苏省,2007,,2753.273,1933.736,812.326,1146.1322
320000,江苏省,2006,,2257.4681,1563.6928,600.7126,1151.0178
320000,江苏省,2005,71.4912,1472.1877,1411.9702,468.2962,1249.7925
320000,江苏省,2004,48.546,1049.169,1055.6706,444.8442,1125.2524
320000,江苏省,2003,66.3832,,1312.8238,440.3635,932.2473
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,,8385.5692,6032.1469,2888.1085,5593.3835
330000,浙江省,2016,,9175.407,5480.3138,2674.2604,4771.6524
330000,浙江省,2015,,8577.1053,4918.5383,2045.5452,4011.5984
330000,浙江省,2014,,7046.6607,4555.2142,1700.4323,2990.0725
330000,浙江省,2013,,6062.2254,3910.7423,1403.38,2601.4743
330000,浙江省,2012,,5390.2752,3167.0115,1138.9545,2173.4527
330000,浙江省,2011,,4279.1026,2494.4445,941.6174,1799.2331
330000,浙江省,2010,91.8,1844.6,1377.6,678.8,1419.9
330000,浙江省,2009,85.6781,1714.1645,1329.0643,583.9311,1487.2218
330000,浙江省,2008,85.5211,1470.4167,1257.3525,474.849,1239.8444
330000,浙江省,2007,83.9584,1367.6581,1077.1846,450.4634,1195.9983
330000,浙江省,2006,57.7744,1254.2564,958.1213,382.0807,1202.7682
330000,浙江省,2005,51.8448,1006.8223,849.9223,303.3345,1116.2663
330000,浙江省,2004,46.0402,811.5702,802.321,239.4767,782.4733
330000,浙江省,2003,39.4793,,1139.813,448.7723,635.6493
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,,11002.647,5875.0644,2959.1626,3367.0271
340000,安徽省,2016,,11853.2244,5133.2221,2453.5243,2533.8383
340000,安徽省,2015,,11332.6695,3397.8383,2234.456,2414.1067
340000,安徽省,2014,,8356.6389,3930.071,2254.1972,2376.4265
340000,安徽省,2013,,6410.7611,3629.4564,1793.4296,2311.3329
340000,安徽省,2012,,5617.1832,2859.8916,1389.8997,1925.2305
340000,安徽省,2011,,5039.0517,2111.4632,858.0865,1387.7262
340000,安徽省,2010,154.5,4246.7,1628.3,525.6,1474.5
340000,安徽省,2009,,3737.0946,1177.2084,426.4442,934.9243
340000,安徽省,2008,135.4297,2366.666,921.5085,325.0934,837.2468
340000,安徽省,2007,139.1869,1586.6134,689.0443,252.8871,884.7837
340000,安徽省,2006,83.7599,992.5736,511.8015,199.2975,625.2733
340000,安徽省,2005,65.9847,621.5946,386.4784,148.9589,444.233
340000,安徽省,2004,49.4819,501.9073,331.6752,115.6784,254.2481
340000,安徽省,2003,48.1888,,340.875,109.7772,186.4717
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,,11832.5981,3318.6709,1820.2442,4344.5942
350000,福建省,2016,,9519.1085,3025.3538,1850.9191,3943.7774
350000,福建省,2015,,9333.0428,2520.5878,1792.748,2857.9951
350000,福建省,2014,,7081.5886,2151.0363,1606.0382,2463.6891
350000,福建省,2013,,5475.7899,2175.4303,1411.0324,2280.5829
350000,福建省,2012,,4132.5388,1858.0343,1301.3218,2066.4963
350000,福建省,2011,,3088.6045,1524.7723,696.5175,1960.8567
350000,福建省,2010,,1909.6,1202.9,555.4,1899.0
350000,福建省,2009,39.9446,1629.4219,873.0277,378.7981,1491.066
350000,福建省,2008,36.2634,1178.3349,816.5736,315.303,1125.9312
350000,福建省,2007,34.5306,881.3774,679.67,280.4855,820.4639
350000,福建省,2006,0.0,664.0326,498.1375,176.362,566.4623
350000,福建省,2005,36.3526,516.4511,381.8164,150.4379,332.8512
350000,福建省,2004,30.9212,420.2381,313.3755,71.5314,257.5076
350000,福建省,2003,27.964,,408.138,111.2526,229.6984
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,,5919.4035,7061.5914,3684.4803,3090.9756
360000,江西省,2016,,6354.5441,5158.826,3277.5351,2816.8382
360000,江西省,2015,,7360.2182,2872.3497,2822.6149,2418.6156
360000,江西省,2014,,5652.5153,3117.3739,2547.8757,2006.0523
360000,江西省,2013,,5691.2889,2966.8641,1540.6659,1061.5537
360000,江西省,2012,,5184.7662,2556.9872,726.5042,940.4945
360000,江西省,2011,,4336.3984,1958.3828,501.0982,1091.0202
360000,江西省,2010,59.7,3908.5,1741.8,498.1,941.9
360000,江西省,2009,30.8418,2908.2693,1315.8869,429.955,688.6417
360000,江西省,2008,21.9447,1726.9213,978.6185,263.7305,786.5061
360000,江西省,2007,27.4021,1173.7357,610.1604,184.312,523.8048
360000,江西省,2006,28.8306,857.2195,490.7433,218.0878,434.5487
360000,江西省,2005,32.987,670.5914,381.6657,151.047,365.2688
360000,江西省,2004,33.701,477.1103,337.8995,103.1584,261.5483
360000,江西省,2003,37.6723,,239.114,98.2898,252.0381
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,,18905.4466,13296.8697,5540.2298,9856.2428
370000,山东省,2016,,20347.4978,12412.8014,5083.9297,8196.8828
370000,山东省,2015,,21284.141,11578.2299,3348.2672,5278.6572
370000,山东省,2014,,14829.2017,12416.2137,3447.9629,5087.8002
370000,山东省,2013,,12893.3676,9973.1622,3595.491,3969.3038
370000,山东省,2012,,12432.5198,7379.1336,2440.061,3359.7429
370000,山东省,2011,,11622.7982,4833.5876,1857.4941,3486.7519
370000,山东省,2010,120.2,7358.0,3635.8,1620.7,2860.5
370000,山东省,2009,114.4,6702.1383,2950.1953,1190.8079,2052.8231
370000,山东省,2008,150.7946,5577.1204,2357.4233,927.9749,1477.1111
370000,山东省,2007,114.421,4899.4391,2012.4649,654.7155,951.499
370000,山东省,2006,101.8126,3761.3641,1979.7106,585.9955,1101.2396
370000,山东省,2005,74.4218,2663.8525,2035.97,543.2392,979.8689
370000,山东省,2004,107.201,1816.9458,1451.8957,411.2671,836.1191
370000,山东省,2003,139.2542,,1301.0994,404.361,558.1599
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,,9746.0901,11522.795,10592.411,4938.8113
410000,河南省,2016,,5216.6697,13181.6207,10553.2083,4623.3034
410000,河南省,2015,,5674.1262,10867.9689,8441.3699,5148.8842
410000,河南省,2014,,3928.0359,10818.8984,6156.8977,4732.7384
410000,河南省,2013,,4162.366,9054.8398,4293.4421,3833.6534
410000,河南省,2012,,5394.2003,6693.0568,2663.6342,2772.4341
