省份编码,省份,年份,城镇单位就业人员(万人),农林牧渔业城镇单位就业人员(万人),采矿业城镇单位就业人员(万人),制造业城镇单位就业人员(万人),电力、热力、燃气及水生产和供应业城镇单位就业人员(万人),建筑业城镇单位就业人员(万人),交通运输、仓储和邮政业城镇单位就业人员(万人),信息传输、软件和信息技术服务业城镇单位就业人员(万人),批发和零售业城镇单位就业人员(万人),住宿和餐饮业城镇单位就业人员(万人),金融业城镇单位就业人员(万人),房地产业城镇单位就业人员(万人),租赁和商务服务业城镇单位就业人员(万人),科学研究和技术服务业城镇单位就业人员(万人),水利、环境和公共设施管理业城镇单位就业人员(万人),居民服务、修理和其他服务业城镇单位就业人员(万人),教育业城镇单位就业人员(万人),卫生和社会工作城镇单位就业人员(万人),文化、体育和娱乐业城镇单位就业人员(万人),公共管理、社会保障和社会组织城镇单位就业人员(万人)
110000,北京市,2019,791.2978,0.3585,3.1784,65.3864,9.5549,45.1159,58.9525,85.9131,59.6265,30.498,64.4776,47.4197,73.7063,68.9448,12.3799,6.8324,57.5765,32.5307,18.6057,50.24
110000,北京市,2018,819.3019,2.6639,3.5957,74.4135,9.7386,47.8122,60.1978,84.03,73.6426,31.2119,54.687,47.2509,81.2969,71.7149,12.2423,11.3572,55.7763,30.4521,19.0281,48.19
110000,北京市,2017,812.8589,3.4116,4.12,82.3796,9.0362,46.616,57.6935,77.44,76.7973,31.1052,54.4498,44.2784,88.2695,71.2481,10.664,8.6,50.5697,29.3252,19.0189,47.8359
110000,北京市,2016,791.5197,3.6867,4.533,86.8847,9.0941,45.9436,58.2306,69.2226,78.3688,29.4119,51.4163,43.8857,80.1256,68.9751,10.3131,8.5803,48.6258,28.5829,18.6619,46.977
110000,北京市,2015,777.3448,3.8949,5.2859,92.1913,8.2274,45.3319,60.0266,68.007,77.054,29.7559,47.1636,42.1574,80.0887,59.3471,10.1949,9.0237,47.3218,27.274,18.2639,46.7348
110000,北京市,2014,755.8601,3.2331,6.1051,100.0347,8.201,45.6031,60.2262,61.1106,72.2818,30.2501,43.1574,41.0147,70.7537,59.798,9.9202,8.8396,45.8032,25.4294,17.4448,46.6534
110000,北京市,2013,742.2565,3.1346,6.7584,103.4888,8.7189,43.9059,59.2268,58.2393,68.8143,30.9947,39.1442,40.5836,66.1746,59.6532,9.8211,9.0942,46.1041,24.8279,18.0964,45.4755
110000,北京市,2012,717.3717,2.5446,6.8778,107.9701,8.9378,42.7383,57.8348,52.6268,68.644,31.9643,37.5626,37.0621,61.4032,54.0483,9.3887,8.639,44.3758,22.9606,17.0606,44.7323
110000,北京市,2011,685.9018,2.3632,6.7212,107.7745,9.0182,42.5344,57.4088,49.0865,63.5709,29.2292,32.8689,35.1304,58.7037,50.5675,8.9635,7.3333,42.5964,22.433,16.5116,43.0866
110000,北京市,2010,646.6,3.2,4.5,100.6,6.8,39.4,51.0,41.7,55.4,28.0,27.2,31.5,77.8,45.7,8.8,7.4,40.6,20.7,15.3,41.1
110000,北京市,2009,619.3478,3.2282,5.0284,99.4566,6.6111,34.1064,50.0662,36.2109,50.1649,28.2761,25.3837,30.1468,72.8774,43.7742,8.7669,7.6248,41.6743,20.1368,15.8219,39.9922
110000,北京市,2008,570.2613,2.5983,4.5468,96.3114,6.6196,32.7597,47.6774,33.4102,43.6418,25.9835,22.6825,28.8297,62.8099,40.0982,8.1198,6.6349,39.9362,18.6822,14.9026,34.0166
110000,北京市,2007,,,,,,,,,,,,,,,,,,,,
110000,北京市,2006,,,,,,,,,,,,,,,,,,,,
110000,北京市,2005,,,,,,,,,,,,,,,,,,,,
110000,北京市,2004,502.8295,,,,,,,,,,,,,,,,,,,
110000,北京市,2003,,,,,,,,,,,,,,,,,,,,
110000,北京市,2002,,,,,,,,,,,,,,,,,,,,
110000,北京市,2001,,,,,,,,,,,,,,,,,,,,
110000,北京市,2000,,,,,,,,,,,,,,,,,,,,
120000,天津市,2019,269.3543,0.262,5.844,67.3285,4.1725,25.055,14.9341,6.5728,19.964,6.3306,19.8017,10.7976,15.2941,11.0839,3.6809,6.513,20.2407,11.6909,2.1479,17.6401
120000,天津市,2018,259.9869,0.5309,6.0011,68.9562,4.035,26.6291,13.2342,6.4241,19.2004,5.5546,17.0514,10.391,13.2164,10.8,3.3259,4.6721,18.4332,10.8223,2.264,18.445
120000,天津市,2017,269.478,0.6226,6.5986,78.2405,4.0786,28.1197,14.5358,5.3464,15.3182,4.928,19.1651,8.1795,12.7149,11.9441,4.0589,6.4742,18.0238,11.141,2.533,17.4551
120000,天津市,2016,286.0447,0.8475,4.3989,99.4163,4.3475,28.1843,14.6712,4.8475,18.2105,5.0668,16.0073,7.9579,9.2762,11.487,4.4223,9.3733,17.9583,10.0956,2.1217,17.3546
120000,天津市,2015,294.7801,0.5303,6.4959,110.7759,4.5238,29.5429,15.0084,4.3541,17.8455,5.1796,12.1349,7.3436,8.2003,11.3175,4.1349,10.9868,17.9695,9.7125,2.2085,16.5152
120000,天津市,2014,295.5112,0.5045,6.6381,118.9999,4.4601,31.2716,14.3421,3.8477,17.2696,5.9567,8.9117,6.6674,6.6623,10.6886,4.0724,11.0436,17.3698,9.2795,2.0816,15.444
120000,天津市,2013,302.4363,0.5346,7.6133,122.3296,4.4907,31.0366,14.3455,3.5718,17.1697,6.5674,8.0907,9.1472,5.7713,10.748,4.1373,10.8307,18.9399,9.3077,2.2681,15.5362
120000,天津市,2012,289.0714,0.5494,6.9158,120.2451,4.3718,31.0989,14.0762,3.2678,17.4726,6.9102,7.8217,5.527,5.4398,8.2728,3.6823,10.8802,16.3035,8.8333,1.9026,15.5004
120000,天津市,2011,268.2419,0.6033,10.4064,112.6598,4.2114,30.5591,11.4261,2.0801,14.7451,6.7342,7.7246,4.1552,6.412,5.3367,3.356,6.8165,16.4584,8.8768,1.5971,14.0831
120000,天津市,2010,205.7,0.7,9.0,75.3,3.3,10.2,12.5,2.2,12.4,4.8,7.0,3.6,6.9,6.5,3.5,6.9,16.4,9.0,1.8,13.7
120000,天津市,2009,201.6501,0.7394,9.2698,72.8962,3.3358,10.6732,12.2863,2.4751,11.8557,4.0855,6.6839,3.1173,7.3409,5.908,3.5995,7.0052,16.5622,8.4953,1.7506,13.5702
120000,天津市,2008,200.6135,0.7128,7.0155,72.7081,3.5513,10.8474,12.4723,2.5317,13.5336,3.7118,6.173,3.1113,7.329,6.3842,3.5728,6.3031,16.7894,8.3401,1.7747,13.7514
120000,天津市,2007,,,,,,,,,,,,,,,,,,,,
120000,天津市,2006,,,,,,,,,,,,,,,,,,,,
120000,天津市,2005,,,,,,,,,,,,,,,,,,,,
120000,天津市,2004,193.91,,,,,,,,,,,,,,,,,,,
120000,天津市,2003,,,,,,,,,,,,,,,,,,,,
120000,天津市,2002,,,,,,,,,,,,,,,,,,,,
120000,天津市,2001,,,,,,,,,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,,,,,,,,,
130000,河北省,2019,576.0277,2.6534,16.4847,95.0671,18.7187,43.2055,27.4703,10.1197,20.5701,4.4919,37.0462,10.42,16.1055,16.3756,9.0527,2.5084,95.99,45.3302,5.1821,99.2356
130000,河北省,2018,550.3377,2.5427,18.0508,98.3734,17.8383,48.1235,24.5802,8.3758,18.9728,4.1049,36.1434,8.3213,10.7371,15.9294,12.2128,1.9646,87.94,39.6097,5.1349,91.3821
130000,河北省,2017,535.3159,3.4586,19.8094,102.5542,17.8587,38.2765,24.2689,7.5299,17.7737,3.3612,34.643,6.3482,9.7656,14.1062,12.2466,2.2496,88.1687,39.2093,4.996,88.6916
130000,河北省,2016,639.621,3.8868,22.7719,136.324,18.7943,81.8486,28.6719,8.4213,26.8764,5.422,32.1685,12.1285,12.6147,16.3514,11.8743,2.5277,88.1037,37.7419,5.5019,87.5912
130000,河北省,2015,643.6468,4.1712,24.6381,140.8507,18.7123,84.3639,29.1791,8.8465,27.1404,5.8072,29.9102,10.978,13.4382,14.8112,11.7606,1.7013,89.0717,36.4528,5.4861,86.3273
130000,河北省,2014,656.179,4.5579,27.2604,147.701,19.2078,89.0488,28.9603,8.5587,28.2444,6.2678,27.6627,10.5257,13.7689,14.4762,11.4396,1.5216,89.9082,35.4472,5.2686,86.3532
130000,河北省,2013,653.358,5.2407,28.2686,150.3358,19.6189,90.6173,27.5895,8.6275,28.8563,6.9333,25.6396,9.1472,11.4896,13.9734,11.4872,1.4368,89.728,33.6961,5.2785,85.3937
130000,河北省,2012,619.9464,5.5239,28.7978,145.3747,21.2466,81.4008,24.3019,6.5019,26.3272,6.7824,24.6544,6.8395,5.158,12.5263,11.2545,2.1569,89.8513,32.2273,5.2299,83.7911
130000,河北省,2011,555.4236,5.7072,28.417,130.5766,20.2074,50.6197,24.3789,5.8589,23.4736,5.2683,23.8344,4.8988,5.1101,9.9997,10.1307,2.0561,88.7923,30.0116,5.0859,80.9964
130000,河北省,2010,519.6,6.6,27.8,119.7,19.9,36.5,25.1,6.3,22.5,4.5,24.2,4.2,4.9,8.9,10.1,2.0,86.3,27.8,5.0,77.2
130000,河北省,2009,503.0626,7.0711,27.0216,116.9822,19.846,33.9425,25.479,6.0454,22.1463,4.5261,23.4191,3.2804,5.1344,8.4096,9.2543,1.9455,82.4768,25.7818,4.7165,75.584
130000,河北省,2008,501.0177,7.4899,28.0926,116.3827,19.504,34.5598,25.6907,5.5823,23.169,4.7748,22.1543,3.2133,4.763,8.1732,8.8532,2.1773,82.6673,24.5897,4.6746,74.506
130000,河北省,2007,,,,,,,,,,,,,,,,,,,,
130000,河北省,2006,,,,,,,,,,,,,,,,,,,,
130000,河北省,2005,,,,,,,,,,,,,,,,,,,,
130000,河北省,2004,,,,,,,,,,,,,,,,,,,,
130000,河北省,2003,,,,,,,,,,,,,,,,,,,,
130000,河北省,2002,,,,,,,,,,,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,,,,,,,,
140000,山西省,2019,441.0689,0.9769,81.5141,56.3525,15.8309,28.9929,21.0564,5.2343,13.6106,3.5494,29.9985,5.4959,11.8158,7.7318,7.9533,0.8444,55.2415,24.6515,4.4305,65.7877
140000,山西省,2018,425.8247,1.3567,88.3731,60.3351,13.0217,29.7125,21.4169,4.8734,15.7164,3.4849,20.8065,3.6494,8.6282,7.3276,9.03,0.8653,50.0438,21.7123,4.662,60.8089
140000,山西省,2017,428.6802,1.6464,89.3162,63.9914,12.9051,29.1688,23.4515,4.8649,14.8286,3.6855,18.5789,3.7591,8.1939,7.0876,10.131,0.9693,51.2714,21.1133,4.4382,59.2791
140000,山西省,2016,430.5525,1.7389,91.0853,63.7631,12.5355,29.4152,23.447,4.969,17.0781,3.9338,17.8822,3.4821,9.0796,7.2279,9.7995,0.6249,51.26,20.4858,4.5774,58.1672
140000,山西省,2015,440.2665,1.8181,95.3335,65.4168,11.6835,33.3401,24.1216,5.5397,17.4652,4.2145,16.8227,3.6116,8.8852,7.5243,9.5522,0.649,51.7084,20.0364,4.5836,57.9601
140000,山西省,2014,452.0946,2.0227,98.5224,69.1336,11.8489,35.5429,24.5916,5.4986,19.0499,5.0174,15.6207,3.5868,7.9542,7.3264,9.377,1.3606,52.7124,19.5108,4.8777,58.54
140000,山西省,2013,464.0385,2.1983,103.0136,73.1369,11.4783,38.4486,23.6392,6.0181,21.2002,5.5567,15.6064,3.2293,7.2872,6.9576,8.8274,1.4823,52.3509,18.8399,4.6697,60.0979
140000,山西省,2012,436.0001,2.8246,90.2565,70.2927,11.1272,38.7767,22.314,5.2745,19.1635,6.9215,15.7731,2.6119,5.3465,5.9181,7.6288,0.6443,49.9074,17.1291,4.462,59.6277
140000,山西省,2011,409.6869,3.243,85.7,70.194,10.3351,25.1356,21.8726,4.9342,18.0713,4.8883,15.0372,2.0608,5.4834,6.0793,6.9644,0.7116,49.2001,16.7285,4.607,58.4405
140000,山西省,2010,394.4,3.2,79.6,71.7,9.9,22.5,20.4,4.1,17.6,4.2,13.8,2.6,6.4,6.0,6.4,0.7,48.6,16.1,4.6,55.9
140000,山西省,2009,385.7975,2.5834,75.0272,69.7921,9.9074,22.5487,21.2726,4.2873,17.8844,4.2127,13.9896,2.6841,6.2331,5.8885,5.954,0.7487,47.953,15.2934,4.6073,54.93
140000,山西省,2008,375.1781,3.4965,71.6699,70.3284,10.581,19.8258,22.0513,4.562,17.8634,4.1054,13.8977,1.4688,6.2976,5.8957,5.6189,0.7626,49.1297,14.9657,4.789,47.8687
140000,山西省,2007,,,,,,,,,,,,,,,,,,,,
140000,山西省,2006,,,,,,,,,,,,,,,,,,,,
140000,山西省,2005,,,,,,,,,,,,,,,,,,,,
140000,山西省,2004,361.973,,,,,,,,,,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2019,280.9049,8.6179,14.4562,30.7896,14.6253,12.9394,19.9034,4.6988,8.2533,2.8506,20.6547,5.6656,7.0842,7.0176,3.8688,0.7663,37.9095,19.2406,3.1843,58.3788
150000,内蒙古自治区,2018,272.4304,18.2322,13.557,32.5414,13.9932,13.4117,20.0954,4.8823,8.3015,3.102,14.5312,5.0355,5.0278,5.6278,8.2172,0.7498,34.2409,17.8291,3.2546,49.7998
150000,内蒙古自治区,2017,280.6311,21.9661,14.1488,36.3066,13.6272,16.4265,21.0957,4.8245,8.659,3.6365,11.7488,5.6294,5.3221,6.0063,8.3514,0.8674,35.208,16.3356,3.7306,46.7406
150000,内蒙古自治区,2016,293.2421,22.8845,16.5778,43.8517,14.5493,18.9409,22.7777,4.8486,8.9121,3.6938,11.7685,5.48,4.2176,5.9023,8.2743,0.834,35.0763,15.7028,3.5319,45.418
150000,内蒙古自治区,2015,298.2658,23.5519,17.9088,46.6873,14.2492,21.5754,20.6365,5.024,9.6096,4.0691,11.5712,5.3951,4.6101,6.3212,8.0895,0.8715,35.1478,15.2511,3.4532,44.2433
150000,内蒙古自治区,2014,301.4517,23.8322,20.3776,46.2809,13.9913,22.9116,21.3081,5.0222,10.5005,4.2596,11.3302,5.0271,4.4697,6.2159,8.2811,0.9229,35.3822,14.7767,3.5439,43.018
150000,内蒙古自治区,2013,303.8389,24.0787,21.541,47.5162,13.3555,25.4938,21.6843,5.8542,11.3577,4.5914,11.0766,4.8378,4.3847,6.0952,8.1734,1.0038,35.1288,13.9262,3.4813,40.2583
150000,内蒙古自治区,2012,270.7695,24.988,21.4738,42.6678,11.9724,18.2466,16.9479,4.406,7.9761,2.8903,10.7915,1.8434,3.152,4.882,7.8149,0.726,34.7945,12.8753,3.2802,39.0408
150000,内蒙古自治区,2011,262.3926,26.1925,20.5471,40.0111,11.0773,16.7148,16.4026,4.1958,7.5949,2.6825,10.4429,2.0054,2.9003,4.3963,7.7805,2.1234,34.6048,12.8357,3.2577,36.627
150000,内蒙古自治区,2010,249.2,26.7,18.5,37.2,10.1,13.6,16.3,3.9,6.7,2.4,10.1,1.5,2.8,4.3,7.3,2.0,34.7,12.3,3.3,35.3
150000,内蒙古自治区,2009,245.8276,26.7714,17.8762,37.7575,10.0738,13.6943,16.2429,3.9079,6.5751,2.2777,9.9186,1.4467,2.8518,4.2445,6.8817,2.0562,34.2477,11.7475,3.2788,33.9773
150000,内蒙古自治区,2008,244.8288,27.7455,17.2933,39.3337,9.7311,13.4085,15.8522,3.749,6.8274,2.4551,9.0234,1.5067,2.9948,4.1685,6.5087,2.3748,34.3658,11.3247,3.256,32.9096
150000,内蒙古自治区,2007,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2019,499.8966,17.1776,19.6287,110.3992,15.7557,32.3985,32.9225,13.6899,18.8089,5.0737,33.5277,10.6964,13.3524,9.8107,7.4397,2.2809,50.9774,31.5333,4.5307,69.8927
210000,辽宁省,2018,501.6267,19.4652,21.6343,112.103,16.3492,37.7755,32.9713,12.8051,20.2133,5.6057,28.4729,10.4816,11.9744,10.408,10.0455,3.2538,49.0428,31.1467,4.0605,63.8179
210000,辽宁省,2017,519.4804,21.4709,23.6861,117.7764,13.9638,50.2194,35.5545,12.9036,20.4377,5.8277,28.3071,10.3637,11.5021,12.0652,13.2179,2.2826,50.3089,30.6642,4.6742,54.2544
210000,辽宁省,2016,560.3886,22.6549,24.7401,131.7333,14.6877,64.6126,35.1628,12.5846,22.6351,6.2184,27.0029,11.9708,11.8773,13.8379,14.3686,2.4087,53.714,31.3038,5.0434,53.8317
210000,辽宁省,2015,618.3949,22.4708,28.7466,150.6278,14.585,83.6715,36.112,13.2887,25.7685,6.7539,26.0117,13.2944,11.8469,15.9093,15.8973,2.562,57.9817,33.6683,5.0967,54.1018
210000,辽宁省,2014,665.1733,23.134,31.2939,166.9224,15.8588,102.3163,37.5739,12.9648,26.7409,7.365,24.441,14.5229,12.7876,16.9029,16.1113,2.8236,59.8762,34.4699,5.2506,53.8173
210000,辽宁省,2013,689.07,23.3243,34.0321,179.4581,16.4508,112.0518,37.6584,12.7133,27.7169,8.0807,23.2089,14.0409,13.2564,16.8951,15.8882,2.7964,59.0603,33.3831,5.5375,53.5168
210000,辽宁省,2012,598.7272,25.1729,32.5541,168.3199,16.4475,60.9206,32.8067,9.0064,21.0939,7.2453,22.5181,12.3697,10.2079,15.8368,15.5501,2.6698,57.7745,30.4061,5.0533,52.7736
210000,辽宁省,2011,579.576,26.5356,33.0724,167.5724,17.0988,47.8874,32.9403,8.4659,22.0302,7.3019,22.4191,11.5356,12.5691,13.862,14.2243,2.9956,55.1252,28.1221,5.2392,50.5789
210000,辽宁省,2010,518.1,27.9,35.2,144.8,16.6,31.2,30.2,7.0,16.9,6.4,20.7,8.8,12.2,12.0,12.8,2.9,52.3,25.6,5.1,49.5
210000,辽宁省,2009,509.5479,27.6091,35.4627,146.0104,16.2517,29.4679,31.7787,6.0775,17.145,6.7091,20.1945,7.4586,10.0812,10.8198,11.4662,2.3744,50.8584,24.5118,5.4047,49.8662
210000,辽宁省,2008,510.79,31.2985,33.5633,146.9581,16.9502,28.4473,33.7793,6.1269,15.4789,6.5386,20.6469,6.5443,12.0212,10.1749,11.4203,2.0112,50.2781,24.2847,4.9874,49.2799
210000,辽宁省,2007,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2004,502.6,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2019,277.3403,7.0077,8.6412,50.818,10.3665,14.9271,16.3199,5.6054,10.4203,2.3217,17.4926,6.0516,6.4404,7.8456,6.7759,1.8181,37.1826,21.2478,3.3031,42.7548
220000,吉林省,2018,279.3233,9.7037,9.4305,56.8936,10.1901,18.5207,14.8656,5.8228,11.2427,2.3435,13.4325,6.0579,6.6474,7.2945,7.1694,1.9786,35.9483,19.9091,3.6888,38.1836
220000,吉林省,2017,307.0568,11.4313,12.2392,70.9399,11.8834,23.6805,16.2482,6.2903,11.4147,2.7868,12.1523,6.904,6.7916,7.6755,8.4516,2.6152,36.0897,19.5881,3.6563,36.2182
220000,吉林省,2016,322.1463,12.4934,13.0708,81.8555,12.3472,27.317,16.0708,6.4105,11.6447,2.8363,12.0865,6.7708,5.7648,7.6412,8.5471,2.5393,36.1559,18.7229,3.5368,36.3348
220000,吉林省,2015,325.062,12.8394,14.0798,84.2307,12.9966,29.2636,16.5889,6.5502,11.3612,2.9519,11.8287,6.0067,4.9737,7.5372,8.3108,2.2497,36.1221,18.1289,3.5699,35.472
220000,吉林省,2014,334.4162,13.315,14.2788,86.6905,13.4514,33.1902,16.4287,6.5783,12.5417,3.0126,11.4768,6.3078,5.783,7.8792,8.1597,1.7057,36.6065,17.947,3.4867,35.5766
220000,吉林省,2013,338.4417,13.6648,15.3963,88.4034,14.0322,33.8694,17.1587,6.7365,12.8701,3.2884,11.0171,5.7257,5.4646,8.0272,8.3034,1.3236,37.082,17.4007,3.5956,35.082
220000,吉林省,2012,285.4781,15.7076,16.6393,64.8257,8.8996,17.6383,15.9175,4.734,9.5296,3.0147,10.933,5.1316,4.8576,7.5965,8.1613,0.8769,37.201,16.2699,3.6415,33.9025
220000,吉林省,2011,277.8558,16.2662,14.7843,64.9457,8.9537,13.3745,14.2939,5.7888,9.3824,3.1427,10.5249,5.2924,4.395,6.7857,8.4877,0.9003,36.8331,17.4508,3.7222,32.5315
220000,吉林省,2010,267.6,16.7,15.6,60.8,8.2,13.4,14.5,5.2,8.9,3.0,10.2,3.6,4.5,6.7,8.1,1.1,36.7,15.3,3.7,31.4
220000,吉林省,2009,265.2598,16.2252,18.2677,59.0414,8.0878,12.9397,15.3194,5.0929,8.2292,3.1386,9.8575,3.3516,4.0984,6.4424,7.7506,1.065,37.0771,15.0225,3.6724,30.5804
220000,吉林省,2008,262.0232,16.6065,17.6101,56.9681,8.0836,13.7452,15.7337,3.6413,8.4454,2.9396,9.3082,3.3685,3.5898,6.2589,7.4957,1.2731,37.6996,14.5591,3.724,30.9728
220000,吉林省,2007,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2006,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2005,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2004,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2019,349.574,40.7217,23.4219,30.1119,14.4566,17.4291,25.7628,8.8156,11.1888,1.4195,23.4283,5.7983,13.5422,8.637,6.7099,2.8329,39.6144,24.9073,2.8254,47.9504
230000,黑龙江省,2018,392.656,65.6214,26.8514,38.6097,13.6521,21.4861,25.03,7.9656,15.6808,3.2438,21.7173,6.4203,10.8374,9.1742,10.3924,4.2349,40.9036,22.9921,3.5017,44.3412
230000,黑龙江省,2017,413.0136,67.7202,25.5592,45.6676,16.8343,24.7003,27.0041,8.1555,17.7763,3.6859,22.6548,6.255,7.9775,10.6923,10.9521,3.9102,41.7976,23.1389,3.8244,44.7074
230000,黑龙江省,2016,424.8714,66.7985,27.9101,51.9865,17.6015,28.442,27.1327,7.2891,18.617,4.0433,21.3468,6.1337,6.8933,11.1223,11.1348,3.9937,43.0329,22.9192,3.9209,44.5531
230000,黑龙江省,2015,433.5151,65.5137,31.8638,57.3524,18.0621,31.1202,27.4955,7.3769,18.2075,4.1511,18.702,5.987,6.29,11.1809,10.8794,4.31,44.2622,22.3709,3.9965,44.393
230000,黑龙江省,2014,450.8828,71.0984,35.928,61.3082,18.0958,33.8497,27.7461,7.6385,18.7443,4.5246,16.9005,6.0346,6.2055,11.5422,10.1503,4.2642,45.3708,22.595,4.0981,44.788
230000,黑龙江省,2013,467.791,79.8991,38.4127,64.9885,18.2837,37.2165,28.0785,7.1042,19.7209,4.8516,15.9235,6.0459,5.9292,11.1528,10.163,4.6702,45.222,22.3008,4.5747,43.2532
