省份编码,省份,年份,艺术表演团体机构数(个),艺术表演团体演出场次(万场次),艺术表演团体国内演出场次(万场次),艺术表演团体农村演出场次(万场次),艺术表演团体国内演出观众人次(千人次),艺术表演团体农村演出观众人次(千人次),艺术表演场馆机构数(个),艺术表演场馆演(映)出场次(千场次),艺术表演场馆艺术演出场次(千场次),艺术表演场馆观众人次(千人次),艺术表演场馆艺术演出观众人次(千人次)
110000,北京市,2019,370,2.43,23.6,,8030,,52,206.8,9.4,11400,3170
110000,北京市,2018,414,2.55,24.8,,9150,,61,77.2,15.8,10070,6010
110000,北京市,2017,451,6.082,60.22,,11007.3,,66,43.7,15.2,10608,1571.9
110000,北京市,2016,485,2.689,26.15,,8770.08,,69,67.46,16.54,11734.03,1888.5
110000,北京市,2015,395,2.803,27.04,,10851.76,,54,41.95,15.41,8073.7,1768.5
110000,北京市,2014,344,2.483,22.3,,10260.83,,17,11.32,2.54,2163.02,1710.48
110000,北京市,2013,292,2.244,21.7,0.618,9830,2695.92,17,12.02,2.92,2100.26,1682.18
110000,北京市,2012,324,2.343,20.84,0.558,10081.28,2027.04,96,53.98,17.1,10669.61,8402.75
110000,北京市,2011,118,1.45,12.12,0.165,7232.22,1332.99,68,54.9,16.62,9315.2,7820.6
110000,北京市,2010,18,,6.84,0.148,4296,1230.0,73,54.34,16.91,10350,8142
110000,北京市,2009,18,,6.64,,4497,,72,41.47,13.95,7846,6375
110000,北京市,2008,18,,8.0,,3900,,54,45.0,11.0,7497,5572
110000,北京市,2007,93,,,,,,43,,,,
110000,北京市,2006,18,,,,,,42,,,,
110000,北京市,2005,20,,,,,,39,,,,
110000,北京市,2004,20,,,,,,36,,,,
110000,北京市,2003,20,,,,,,24,,,,
110000,北京市,2002,20,,,,,,24,,,,
110000,北京市,2001,20,,,,,,24,,,,
110000,北京市,2000,20,,,,,,25,,,,
120000,天津市,2019,151,0.92,9.2,,3960,,74,36.3,7.9,3700,1190
120000,天津市,2018,121,1.11,11.0,,3640,,68,64.3,5.5,4000,2200
120000,天津市,2017,103,0.914,9.02,,4650.76,,57,58.0,3.7,4459.7,1058
120000,天津市,2016,84,0.793,7.75,,3975.17,,51,25.75,5.59,2648.29,1100.52
120000,天津市,2015,86,1.758,17.23,,6726.26,,50,24.25,4.54,2897.82,917.27
120000,天津市,2014,66,1.101,10.88,,4183.82,,28,15.99,1.9,1531.72,820.8
120000,天津市,2013,58,0.69,6.86,0.209,2849.42,1010.58,26,13.71,1.51,1389.95,628.59
120000,天津市,2012,48,0.518,4.69,0.078,2314.63,725.96,35,16.06,2.59,1482.61,887.69
120000,天津市,2011,53,0.43,4.08,0.085,2866.42,1052.84,57,17.09,3.76,1452.7,867
120000,天津市,2010,36,,3.79,0.106,3183,1044.0,37,20.4,8.32,2344,1677
120000,天津市,2009,29,,3.49,,3651,,39,19.79,1.66,2218,647
120000,天津市,2008,15,,3.0,,1558,,29,23.0,2.0,1679,1011
120000,天津市,2007,31,,,,,,29,,,,
120000,天津市,2006,16,,,,,,28,,,,
120000,天津市,2005,16,,,,,,28,,,,
120000,天津市,2004,16,,,,,,29,,,,
120000,天津市,2003,15,,,,,,32,,,,
120000,天津市,2002,15,,,,,,32,,,,
120000,天津市,2001,15,,,,,,32,,,,
120000,天津市,2000,16,,,,,,32,,,,
130000,河北省,2019,749,9.27,91.9,,68540,,112,75.6,3.7,2690,1210
130000,河北省,2018,450,9.92,98.4,,33160,,81,39.9,1.6,1590,640
130000,河北省,2017,735,9.583,94.87,,55014.1,,96,61.0,4.4,1994.9,656.7
130000,河北省,2016,712,9.185,90.09,,54185.62,,112,61.66,9.27,2238.26,532.7
130000,河北省,2015,596,8.257,81.22,,45590.22,,108,28.64,3.24,2569.4,533.47
130000,河北省,2014,458,7.753,76.31,,53697.2,,77,18.16,1.27,1443.71,469.68
130000,河北省,2013,500,7.526,69.68,4.734,51828.32,37445.52,77,17.91,1.43,2042.19,603.56
130000,河北省,2012,448,6.951,56.9,3.365,57334.98,41305.21,138,32.29,6.79,4738.55,2265.34
130000,河北省,2011,312,5.21,43.9,3.128,33793.54,24719.34,113,17.97,4.11,3043.3,966.8
130000,河北省,2010,284,,46.98,2.95,49482,34252.0,113,15.59,4.34,3740,2080
130000,河北省,2009,246,,43.64,,42590,,102,12.3,5.57,3581,2224
130000,河北省,2008,228,,37.0,,40379,,106,22.0,3.0,3522,1404
130000,河北省,2007,170,,,,,,95,,,,
130000,河北省,2006,135,,,,,,93,,,,
130000,河北省,2005,126,,,,,,95,,,,
130000,河北省,2004,127,,,,,,97,,,,
130000,河北省,2003,133,,,,,,98,,,,
130000,河北省,2002,135,,,,,,101,,,,
130000,河北省,2001,138,,,,,,103,,,,
130000,河北省,2000,138,,,,,,101,,,,
140000,山西省,2019,779,9.76,97.0,,52100,,137,76.1,5.4,3660,1680
140000,山西省,2018,795,9.57,95.1,,48480,,125,112.5,4.8,4430,1930
140000,山西省,2017,665,10.261,101.57,,56927.44,,121,75.1,4.2,5493.4,1997.7
140000,山西省,2016,546,9.251,92.13,,46422.1,,127,81.68,7.06,3818.3,1438.46
140000,山西省,2015,456,6.107,60.7,,39515.04,,137,108.77,5.93,4407.6,1420.36
140000,山西省,2014,351,5.542,53.59,,35920.55,,99,72.17,1.87,3270.61,947.99
140000,山西省,2013,226,3.93,38.88,3.333,37007.6,31595.41,100,98.06,8.54,5165.93,1603.93
140000,山西省,2012,301,5.065,48.38,3.866,52587.73,43211.06,129,82.01,4.18,5700.65,1857.58
140000,山西省,2011,308,5.3,51.99,4.145,42830.1,37048.77,97,63.77,2.07,2814,535.8
140000,山西省,2010,342,,52.29,4.16,57550,43827.0,103,62.01,4.85,8392,3196
140000,山西省,2009,267,,43.71,,64283,,83,22.83,2.59,3308,1301
140000,山西省,2008,164,,27.0,,32007,,69,23.0,2.0,4128,1615
140000,山西省,2007,159,,,,,,60,,,,
140000,山西省,2006,158,,,,,,46,,,,
140000,山西省,2005,156,,,,,,44,,,,
140000,山西省,2004,158,,,,,,45,,,,
140000,山西省,2003,158,,,,,,48,,,,
140000,山西省,2002,155,,,,,,49,,,,
140000,山西省,2001,157,,,,,,49,,,,
140000,山西省,2000,159,,,,,,49,,,,
150000,内蒙古自治区,2019,264,3.36,33.3,,22380,,45,18.3,3.0,1710,710
150000,内蒙古自治区,2018,226,3.13,30.9,,16110,,54,33.7,2.8,2420,620
150000,内蒙古自治区,2017,206,2.88,28.57,,16019.13,,44,25.8,2.5,1537.6,294.6
150000,内蒙古自治区,2016,186,2.448,24.39,,12411.02,,31,23.76,3.76,1437.57,638.66
150000,内蒙古自治区,2015,175,3.91,38.75,,11234.93,,25,15.33,2.89,1072.08,582.4
150000,内蒙古自治区,2014,177,2.558,24.06,,17792.89,,19,15.35,0.54,826.49,297.76
150000,内蒙古自治区,2013,144,2.662,25.49,1.311,13731.35,7460.73,18,3.28,0.38,874.09,295.76
150000,内蒙古自治区,2012,137,2.188,19.71,1.035,20400.35,11458.51,20,2.82,0.5,889.6,235.1
150000,内蒙古自治区,2011,121,2.08,19.85,0.961,14717.43,7034.91,20,5.24,1.02,923.9,591
150000,内蒙古自治区,2010,123,,18.25,0.751,16232,6907.0,26,9.02,1.64,1985,611
150000,内蒙古自治区,2009,120,,17.48,,16302,,28,5.49,1.26,1828,414
150000,内蒙古自治区,2008,117,,15.0,,11107,,32,10.0,1.0,1397,315
150000,内蒙古自治区,2007,124,,,,,,35,,,,
150000,内蒙古自治区,2006,108,,,,,,28,,,,
150000,内蒙古自治区,2005,109,,,,,,27,,,,
150000,内蒙古自治区,2004,110,,,,,,31,,,,
150000,内蒙古自治区,2003,113,,,,,,30,,,,
150000,内蒙古自治区,2002,113,,,,,,36,,,,
150000,内蒙古自治区,2001,114,,,,,,28,,,,
150000,内蒙古自治区,2000,116,,,,,,30,,,,
210000,辽宁省,2019,238,7.83,78.1,,8360,,97,21.7,17.6,5340,4410
210000,辽宁省,2018,192,1.34,13.1,,8190,,121,31.0,12.7,14020,2210
210000,辽宁省,2017,187,1.299,11.8,,5179.25,,121,24.9,16.4,7424.4,707
210000,辽宁省,2016,246,1.817,17.41,,5651.75,,123,31.22,15.04,5377.22,922.33
210000,辽宁省,2015,263,2.402,23.42,,9055.74,,105,16.5,8.05,3820.27,536.09
210000,辽宁省,2014,207,1.571,15.06,,8262.11,,33,4.69,1.63,1345.03,514.57
210000,辽宁省,2013,212,1.812,16.34,0.414,8506.73,2689.02,33,4.3,1.83,1515.72,944.15
210000,辽宁省,2012,155,1.482,12.46,0.339,7920.4,1929.77,111,17.44,9.01,5028.84,3191.55
210000,辽宁省,2011,200,1.35,6.22,0.146,4616.9,1664.95,61,8.92,2.34,2826,1055.4
210000,辽宁省,2010,239,,16.06,0.347,8110,1900.0,58,10.4,5.97,3310,1893
210000,辽宁省,2009,245,,14.71,,9498,,60,11.75,5.75,3584,1591
210000,辽宁省,2008,256,,15.0,,9217,,45,5.0,1.0,1195,598
210000,辽宁省,2007,83,,,,,,40,,,,
210000,辽宁省,2006,66,,,,,,50,,,,
210000,辽宁省,2005,66,,,,,,59,,,,
210000,辽宁省,2004,70,,,,,,59,,,,
210000,辽宁省,2003,74,,,,,,69,,,,
210000,辽宁省,2002,72,,,,,,69,,,,
210000,辽宁省,2001,75,,,,,,67,,,,
210000,辽宁省,2000,77,,,,,,71,,,,
220000,吉林省,2019,95,0.65,6.5,,3480,,70,21.1,4.5,2070,800
220000,吉林省,2018,82,1.23,12.2,,3670,,58,21.1,3.8,1480,400
220000,吉林省,2017,68,0.696,6.46,,4263.24,,56,57.0,11.1,2547.2,853.1
220000,吉林省,2016,54,0.586,5.53,,3582.9,,50,30.2,10.86,2601.78,863.35
220000,吉林省,2015,49,0.598,5.72,,3718.54,,49,25.31,5.68,2042.02,456.26
220000,吉林省,2014,56,0.592,5.67,,5026.77,,28,20.38,3.4,1500.15,441.39
220000,吉林省,2013,54,0.643,6.36,0.356,4241.89,2829.58,26,18.56,1.16,1785.1,436.48
220000,吉林省,2012,41,0.665,5.33,0.299,5913.23,3466.28,37,17.71,3.03,1423.64,782.87
220000,吉林省,2011,67,0.9,8.33,0.457,8936.04,5148.3,29,15.83,1.74,1062.5,593.3
220000,吉林省,2010,68,,8.06,0.416,8859,4636.0,32,13.93,2.15,1158,635
220000,吉林省,2009,68,,7.23,,7296,,33,14.43,2.22,1423,421
220000,吉林省,2008,62,,5.0,,6956,,59,23.0,2.0,1805,651
220000,吉林省,2007,59,,,,,,66,,,,
220000,吉林省,2006,60,,,,,,69,,,,
220000,吉林省,2005,61,,,,,,73,,,,
220000,吉林省,2004,60,,,,,,43,,,,
220000,吉林省,2003,65,,,,,,48,,,,
220000,吉林省,2002,65,,,,,,49,,,,
220000,吉林省,2001,64,,,,,,49,,,,
220000,吉林省,2000,65,,,,,,52,,,,
230000,黑龙江省,2019,87,1.36,13.3,,4170,,64,5.2,2.5,1360,690
230000,黑龙江省,2018,90,1.37,13.2,,5870,,56,4.6,1.7,1550,1310
230000,黑龙江省,2017,71,0.784,7.05,,3326.43,,51,4.4,2.7,1584.9,359.6
230000,黑龙江省,2016,57,0.642,5.94,,3318.88,,48,3.46,2.59,1083.7,467.06
230000,黑龙江省,2015,51,0.781,7.08,,3275.85,,38,1.91,0.94,536.35,257.89
230000,黑龙江省,2014,39,0.567,4.92,,3106.72,,34,1.17,0.67,558.51,322.59
230000,黑龙江省,2013,35,0.502,4.73,0.119,4044.28,856.88,35,1.19,0.29,546.46,156.31
230000,黑龙江省,2012,85,0.854,7.91,0.311,7215.57,3114.75,43,3.9,2.91,772.6,345.76
230000,黑龙江省,2011,88,1.12,10.1,0.338,8284.65,3289.25,44,2.62,0.7,1029.1,546.1
230000,黑龙江省,2010,89,,8.91,0.329,8184,3701.0,44,2.53,0.48,1729,335
230000,黑龙江省,2009,90,,10.18,,9401,,44,2.26,0.74,1080,443
230000,黑龙江省,2008,84,,8.0,,8546,,47,2.0,1.0,1268,556
230000,黑龙江省,2007,87,,,,,,46,,,,
230000,黑龙江省,2006,84,,,,,,46,,,,
230000,黑龙江省,2005,84,,,,,,45,,,,
230000,黑龙江省,2004,85,,,,,,46,,,,
230000,黑龙江省,2003,86,,,,,,50,,,,
230000,黑龙江省,2002,88,,,,,,53,,,,
230000,黑龙江省,2001,89,,,,,,52,,,,
230000,黑龙江省,2000,91,,,,,,56,,,,
310000,上海市,2019,311,7.29,72.7,,12250,,50,18.2,6.4,5630,3880
310000,上海市,2018,254,3.57,35.4,,10970,,45,14.5,6.3,4900,3970
310000,上海市,2017,199,2.635,26.14,,9688.75,,49,23.2,7.5,5868.2,2916.6
310000,上海市,2016,205,2.483,22.93,,10344.11,,47,22.52,7.79,8194.15,2554.17
310000,上海市,2015,180,2.892,28.73,,8628.56,,50,21.68,9.34,5277.49,2619.99
310000,上海市,2014,158,2.797,27.8,,10170.76,,24,11.6,2.61,2377.6,1490.62
310000,上海市,2013,148,3.413,33.91,0.908,11749.73,2085.01,27,15.33,3.06,2150.76,1689.91
310000,上海市,2012,147,3.972,35.74,0.532,15145.22,1916.16,117,84.89,12.54,10835.38,7060.49
310000,上海市,2011,102,2.18,21.36,0.373,10424.18,1618.17,103,31.8,12.5,10080.8,8314.2
310000,上海市,2010,89,,19.76,0.242,10367,1261.0,96,22.85,10.76,7845,6157
310000,上海市,2009,77,,15.76,,10120,,104,19.9,8.86,7561,5260
310000,上海市,2008,42,,11.0,,4583,,67,19.0,6.0,5009,3394
310000,上海市,2007,103,,,,,,150,,,,
310000,上海市,2006,97,,,,,,148,,,,
310000,上海市,2005,85,,,,,,160,,,,
310000,上海市,2004,75,,,,,,177,,,,
310000,上海市,2003,65,,,,,,180,,,,
310000,上海市,2002,28,,,,,,36,,,,
310000,上海市,2001,28,,,,,,41,,,,
310000,上海市,2000,29,,,,,,43,,,,
320000,江苏省,2019,626,12.11,120.7,,46830,,244,199.3,11.4,8920,3140
320000,江苏省,2018,662,10.04,100.0,,35460,,249,270.4,23.5,10690,4010
320000,江苏省,2017,628,10.415,103.55,,37240.38,,254,424.4,24.8,17359.3,3948.8
320000,江苏省,2016,444,8.814,87.17,,40511.49,,223,412.41,25.48,19742.24,3637.59
320000,江苏省,2015,369,8.56,85.14,,28091,,207,378.74,10.51,20244.31,3034.65
320000,江苏省,2014,287,6.281,61.17,,26059.16,,111,325.14,17.04,16965.22,2890.04
320000,江苏省,2013,291,7.903,77.34,4.202,26631.47,14740.65,110,368.23,14.88,21600.98,2725.35
320000,江苏省,2012,434,10.308,100.78,5.625,37689.39,20004.83,217,363.77,10.83,19990.79,4254.92
320000,江苏省,2011,370,8.46,83.71,4.939,31078.28,16856.51,110,278.55,16.88,16080.4,2421.4
320000,江苏省,2010,408,,74.86,4.663,39406,24480.0,201,221.72,7.76,19214,3185
320000,江苏省,2009,359,,84.66,,51114,,189,86.59,7.3,24143,4073
320000,江苏省,2008,119,,38.0,,20183,,90,131.0,4.0,8396,2503
320000,江苏省,2007,127,,,,,,83,,,,
320000,江苏省,2006,127,,,,,,81,,,,
320000,江苏省,2005,129,,,,,,87,,,,
320000,江苏省,2004,128,,,,,,96,,,,
320000,江苏省,2003,127,,,,,,115,,,,
320000,江苏省,2002,131,,,,,,129,,,,
320000,江苏省,2001,133,,,,,,136,,,,
320000,江苏省,2000,133,,,,,,142,,,,
330000,浙江省,2019,1550,37.54,375.0,,182610,,358,122.1,23.8,13200,7640
330000,浙江省,2018,1573,37.87,378.3,,207880,,336,94.9,24.6,13260,7320
330000,浙江省,2017,1410,37.052,370.24,,209731.76,,365,116.9,42.0,15252.8,2698.4
330000,浙江省,2016,1245,28.866,288.44,,180404.9,,326,98.16,28.09,22370.53,2902.44
330000,浙江省,2015,1024,21.823,217.7,,153367.3,,308,93.28,20.92,13008.09,3283.89
330000,浙江省,2014,891,18.268,182.42,,146696.25,,62,46.09,5.2,7442.95,2856.97
330000,浙江省,2013,733,14.549,145.31,11.746,92720.83,68266.4,61,40.73,4.23,8943.75,2610.13
330000,浙江省,2012,609,13.629,132.07,10.494,86243.53,67358.3,271,75.34,14.79,13510.06,6096.88
330000,浙江省,2011,498,13.61,128.49,8.921,50914.5,38557.03,223,101.29,17.59,13087.3,5145.6
330000,浙江省,2010,471,,102.25,7.482,105733,66026.0,242,68.85,26.38,17434,5814
330000,浙江省,2009,435,,97.01,,75836,,239,60.79,31.14,13561,5859
330000,浙江省,2008,65,,12.0,,15661,,48,12.0,3.0,2324,1444
330000,浙江省,2007,418,,,,,,192,,,,
330000,浙江省,2006,245,,,,,,141,,,,
330000,浙江省,2005,273,,,,,,125,,,,
330000,浙江省,2004,78,,,,,,79,,,,
330000,浙江省,2003,77,,,,,,77,,,,
330000,浙江省,2002,80,,,,,,82,,,,
330000,浙江省,2001,83,,,,,,92,,,,
330000,浙江省,2000,79,,,,,,95,,,,
340000,安徽省,2019,2628,34.71,346.4,,133980,,107,17.4,6.1,4020,2050
340000,安徽省,2018,2859,50.52,504.7,,199600,,107,81.6,4.8,6790,1550
340000,安徽省,2017,2639,58.225,581.67,,253306.46,,91,16.1,5.9,4895,1054.8
340000,安徽省,2016,1879,45.873,458.27,,329684.95,,88,25.57,5.71,5503.7,873.88
340000,安徽省,2015,1617,39.095,390.38,,106862.46,,76,11.2,5.86,3356.46,799.04
340000,安徽省,2014,988,28.962,288.96,,140957.3,,48,9.95,2.28,3171.24,1018.08
340000,安徽省,2013,991,31.733,316.55,24.456,85781.47,60383.13,48,17.1,3.04,2594.96,1052.54
340000,安徽省,2012,1015,25.095,237.33,18.562,69319.95,50428.63,72,97.75,5.52,42945.05,2322.03
340000,安徽省,2011,1294,14.89,145.25,7.348,118211.42,37296.29,67,13.21,4.03,2091.4,761.4
340000,安徽省,2010,1255,,389.39,26.31,107864,75211.0,60,15.55,1.93,2516,710
340000,安徽省,2009,1172,,299.35,,68675,,79,17.74,3.74,2545,1342
340000,安徽省,2008,1204,,297.0,,110960,,103,35.0,8.0,3828,1358
340000,安徽省,2007,597,,,,,,88,,,,
340000,安徽省,2006,89,,,,,,93,,,,
340000,安徽省,2005,92,,,,,,90,,,,
340000,安徽省,2004,93,,,,,,91,,,,
340000,安徽省,2003,93,,,,,,91,,,,
340000,安徽省,2002,93,,,,,,94,,,,
340000,安徽省,2001,91,,,,,,103,,,,
340000,安徽省,2000,92,,,,,,104,,,,
350000,福建省,2019,455,8.58,85.6,,42950,,57,66.9,14.1,3690,2170
350000,福建省,2018,454,8.15,81.1,,34040,,54,54.1,2.1,2180,680
350000,福建省,2017,426,7.719,76.65,,26613.95,,59,184.9,1.7,2680.3,445.3
350000,福建省,2016,429,8.596,85.61,,22858.65,,58,49.54,1.94,3146.5,497.11
350000,福建省,2015,397,8.563,85.29,,27600.73,,56,45.18,0.97,2283.81,324.46
350000,福建省,2014,393,10.837,108.0,,41823.52,,57,47.82,1.0,2505.32,349.5
350000,福建省,2013,506,11.022,109.98,9.805,41565.44,35550.2,57,47.38,0.78,2226.13,415.48
350000,福建省,2012,341,10.497,103.79,8.664,32111.19,27056.18,53,40.31,1.04,2315.76,913.61
350000,福建省,2011,454,44.47,434.57,41.677,51208.47,44118.87,49,27.84,1.24,1619.9,556.5
350000,福建省,2010,449,,94.66,8.074,41002,34576.0,57,32.68,3.4,2636,1001
350000,福建省,2009,373,,81.79,,39346,,59,35.9,13.7,3193,1537
350000,福建省,2008,338,,74.0,,46656,,71,38.0,6.0,4735,942
350000,福建省,2007,110,,,,,,68,,,,
350000,福建省,2006,92,,,,,,69,,,,
350000,福建省,2005,91,,,,,,76,,,,
350000,福建省,2004,94,,,,,,74,,,,
350000,福建省,2003,94,,,,,,76,,,,
350000,福建省,2002,94,,,,,,79,,,,
350000,福建省,2001,93,,,,,,83,,,,
350000,福建省,2000,96,,,,,,80,,,,
360000,江西省,2019,337,4.36,43.2,,31250,,89,75.8,11.7,3860,1570
360000,江西省,2018,379,7.7,76.8,,23260,,57,26.9,2.6,3150,1030
360000,江西省,2017,425,6.68,66.33,,31341.16,,61,19.4,3.5,2328.2,696.3
360000,江西省,2016,304,4.75,46.99,,16249.53,,57,5.91,2.77,1254.32,624.19
360000,江西省,2015,236,3.02,29.89,,15438.29,,57,6.72,3.14,1738.33,1128.97
360000,江西省,2014,219,3.423,33.92,,22388.97,,49,6.75,2.84,1975.73,1233.07
360000,江西省,2013,229,5.093,50.58,3.122,23792.07,18246.16,51,7.62,2.7,2038.85,954.49
360000,江西省,2012,187,2.965,27.6,1.986,26576.21,11516.36,73,15.19,3.23,10950.58,1347.16
360000,江西省,2011,99,1.96,18.83,1.23,20019.06,13247.17,55,11.41,5.8,1330,641.9
360000,江西省,2010,99,,18.56,1.226,15849,11750.0,57,11.1,5.12,1772,1153
360000,江西省,2009,103,,16.94,,19961,,55,5.31,1.68,1400,669
360000,江西省,2008,83,,13.0,,13353,,57,6.0,2.0,1015,651
360000,江西省,2007,93,,,,,,63,,,,
360000,江西省,2006,78,,,,,,58,,,,
360000,江西省,2005,79,,,,,,58,,,,
360000,江西省,2004,76,,,,,,61,,,,
360000,江西省,2003,78,,,,,,57,,,,
360000,江西省,2002,78,,,,,,62,,,,
360000,江西省,2001,78,,,,,,62,,,,
360000,江西省,2000,79,,,,,,62,,,,
370000,山东省,2019,1306,13.73,136.3,,70560,,145,32.8,22.1,5380,3060
370000,山东省,2018,828,22.33,222.6,,52560,,106,13.9,3.8,5850,1930
370000,山东省,2017,772,10.894,108.17,,48381.84,,100,13.2,4.4,4167.8,2192.6
370000,山东省,2016,567,8.431,83.34,,40934.88,,100,12.22,4.0,3930.27,1832.23
370000,山东省,2015,623,13.323,132.57,,38716.16,,101,16.87,3.81,3960.06,1585.61
370000,山东省,2014,481,16.496,164.06,,37466.11,,93,9.53,2.14,3134.76,1586.24
370000,山东省,2013,414,5.411,53.12,2.952,36021.56,23441.17,93,11.37,1.99,2990.06,1619.81
370000,山东省,2012,303,3.805,35.53,1.902,24515.04,15597.36,103,18.33,2.19,3811.31,1833.01
370000,山东省,2011,252,3.21,31.12,1.657,25188.93,16779.46,93,26.5,3.13,3069.7,1219.5
370000,山东省,2010,119,,19.98,1.311,25382,18096.0,91,21.3,1.5,5291,1103
370000,山东省,2009,118,,18.55,,22959,,82,15.34,1.75,2706,1177
370000,山东省,2008,119,,19.0,,25794,,88,23.0,2.0,5043,1194
370000,山东省,2007,119,,,,,,92,,,,
370000,山东省,2006,118,,,,,,95,,,,
370000,山东省,2005,117,,,,,,94,,,,
370000,山东省,2004,118,,,,,,95,,,,
370000,山东省,2003,120,,,,,,104,,,,
370000,山东省,2002,121,,,,,,104,,,,
370000,山东省,2001,121,,,,,,105,,,,
370000,山东省,2000,118,,,,,,105,,,,
410000,河南省,2019,2221,38.98,389.5,,201740,,191,20.7,6.6,7210,3480
410000,河南省,2018,2017,39.23,392.1,,153490,,155,15.6,3.8,3090,1630
410000,河南省,2017,1671,64.68,646.61,,150479.66,,157,6.3,3.8,3198.4,989.1
410000,河南省,2016,1006,46.27,462.47,,119943.17,,150,8.69,3.34,3044.42,1114.72
