省份编码,省份,年份,艺术表演团体机构数(个),艺术表演团体演出场次(万场次),艺术表演团体国内演出场次(万场次),艺术表演团体农村演出场次(万场次),艺术表演团体国内演出观众人次(千人次),艺术表演团体农村演出观众人次(千人次),艺术表演场馆机构数(个),艺术表演场馆演(映)出场次(千场次),艺术表演场馆艺术演出场次(千场次),艺术表演场馆观众人次(千人次),艺术表演场馆艺术演出观众人次(千人次)
410000,河南省,2015,824,35.619,355.95,,194156.93,,150,19.26,2.51,2727.62,1144.19
410000,河南省,2014,598,20.641,206.1,,111102.13,,140,10.57,1.66,2205.55,978.34
410000,河南省,2013,429,26.099,260.6,13.696,91223.75,66312.96,139,9.59,1.64,2289.68,1065.37
410000,河南省,2012,364,9.829,83.9,6.387,77508.11,61610.29,145,19.93,2.91,6110.39,1343.19
410000,河南省,2011,468,14.09,128.57,7.749,74205.83,59241.44,144,13.08,3.08,3223,1589.3
410000,河南省,2010,371,,76.02,5.747,84058,68841.0,150,24.16,3.27,3613,1423
410000,河南省,2009,413,,103.01,,81061,,161,26.45,3.72,4835,2467
410000,河南省,2008,200,,43.0,,53987,,155,90.0,2.0,5475,1881
410000,河南省,2007,454,,,,,,190,,,,
410000,河南省,2006,199,,,,,,152,,,,
410000,河南省,2005,199,,,,,,156,,,,
410000,河南省,2004,199,,,,,,155,,,,
410000,河南省,2003,199,,,,,,159,,,,
410000,河南省,2002,202,,,,,,159,,,,
410000,河南省,2001,204,,,,,,161,,,,
410000,河南省,2000,205,,,,,,166,,,,
420000,湖北省,2019,388,5.11,50.5,,60490,,67,52.1,3.4,2980,1850
420000,湖北省,2018,489,36.69,366.0,,44260,,61,67.4,2.8,3080,1550
420000,湖北省,2017,473,6.462,64.3,,41507.06,,65,53.5,3.1,3218.7,1829.2
420000,湖北省,2016,308,3.853,37.79,,30517.82,,58,54.17,2.39,3288.53,1421.68
420000,湖北省,2015,282,3.849,37.67,,29017.04,,58,34.86,3.25,2878.63,1543.79
420000,湖北省,2014,273,3.9,38.23,,33443.6,,52,27.14,2.35,2617.57,1460.13
420000,湖北省,2013,307,3.732,36.89,2.323,28800.94,18696.38,53,24.99,2.08,2561.88,1402.68
420000,湖北省,2012,226,3.592,34.14,1.974,30144.29,19077.06,66,34.41,26.09,3350.84,1793.77
420000,湖北省,2011,172,4.14,39.19,2.322,30177.86,18708.21,65,40.72,2.87,3028.6,1266.3
420000,湖北省,2010,204,,35.68,2.702,38923,22055.0,68,27.83,11.29,7722,1809
420000,湖北省,2009,196,,34.22,,34710,,70,25.1,4.22,4698,2357
420000,湖北省,2008,150,,31.0,,29144,,63,20.0,4.0,3688,2029
420000,湖北省,2007,107,,,,,,59,,,,
420000,湖北省,2006,114,,,,,,67,,,,
420000,湖北省,2005,99,,,,,,66,,,,
420000,湖北省,2004,98,,,,,,72,,,,
420000,湖北省,2003,98,,,,,,69,,,,
420000,湖北省,2002,98,,,,,,72,,,,
420000,湖北省,2001,96,,,,,,74,,,,
420000,湖北省,2000,101,,,,,,78,,,,
430000,湖南省,2019,575,40.71,406.9,,26400,,119,24.4,16.7,7860,5980
430000,湖南省,2018,510,5.77,57.1,,22480,,105,25.5,9.9,7620,3870
430000,湖南省,2017,534,6.02,59.81,,24881.27,,92,33.3,9.2,6548.9,1578.1
430000,湖南省,2016,452,5.545,54.79,,24430.5,,86,21.94,5.92,5722.4,1308.7
430000,湖南省,2015,273,6.607,65.47,,19114.24,,71,31.29,4.32,6894.33,1526.3
430000,湖南省,2014,271,4.973,49.05,,17117.16,,57,25.98,1.98,3192.43,1289.61
430000,湖南省,2013,227,3.549,35.25,2.048,17749.2,9450.55,58,27.61,2.74,3293.48,1288.04
430000,湖南省,2012,157,2.967,26.97,1.731,15837.82,10776.44,83,26.55,5.02,4415.52,1847.05
430000,湖南省,2011,114,2.07,20.33,1.383,14429.09,9052.06,66,38.2,3.36,4507.1,1089.3
430000,湖南省,2010,201,,31.85,2.355,21736,15521.0,63,28.23,3.68,3189,1536
430000,湖南省,2009,110,,21.38,,19130,,67,27.5,4.18,2818,1802
430000,湖南省,2008,98,,22.0,,19428,,74,28.0,3.0,2885,1318
430000,湖南省,2007,96,,,,,,73,,,,
430000,湖南省,2006,93,,,,,,78,,,,
430000,湖南省,2005,91,,,,,,83,,,,
430000,湖南省,2004,91,,,,,,84,,,,
430000,湖南省,2003,86,,,,,,94,,,,
430000,湖南省,2002,87,,,,,,97,,,,
430000,湖南省,2001,87,,,,,,96,,,,
430000,湖南省,2000,91,,,,,,94,,,,
440000,广东省,2019,397,4.65,46.2,,26010,,84,11.4,3.7,7610,3140
440000,广东省,2018,436,4.63,45.9,,25220,,86,29.1,5.6,17170,4550
440000,广东省,2017,390,4.15,41.18,,23501.47,,83,20.8,5.4,12463.6,2103.2
440000,广东省,2016,357,3.875,38.39,,24272.76,,75,27.55,6.74,5632.47,2482.97
440000,广东省,2015,391,4.13,40.91,,21419.5,,66,22.94,4.62,4626.45,1515.41
440000,广东省,2014,325,4.698,46.37,,27416.77,,44,15.23,2.16,2720.65,1437.76
440000,广东省,2013,405,4.239,42.04,2.797,46005.33,29129.8,45,12.84,2.19,3154.37,1501.7
440000,广东省,2012,337,4.996,39.14,2.897,90822.27,51481.53,93,37.98,8.28,11823.46,4060.18
440000,广东省,2011,401,5.45,52.71,2.332,44194.89,19481.25,107,34.36,14.59,11944.1,5304.9
440000,广东省,2010,397,,41.52,2.594,56089,22066.0,124,33.68,8.24,8939,5098
440000,广东省,2009,344,,42.25,,68676,,144,51.85,14.95,11738,5733
440000,广东省,2008,561,,46.0,,45797,,251,91.0,17.0,49041,8529
440000,广东省,2007,407,,,,,,188,,,,
440000,广东省,2006,138,,,,,,67,,,,
440000,广东省,2005,139,,,,,,68,,,,
440000,广东省,2004,140,,,,,,69,,,,
440000,广东省,2003,144,,,,,,70,,,,
440000,广东省,2002,141,,,,,,71,,,,
440000,广东省,2001,139,,,,,,69,,,,
440000,广东省,2000,138,,,,,,76,,,,
450000,广西壮族自治区,2019,95,1.85,18.4,,10390,,63,25.9,6.1,1780,630
450000,广西壮族自治区,2018,112,1.71,17.0,,11180,,57,27.3,3.2,1900,150
450000,广西壮族自治区,2017,108,1.443,14.33,,9732,,38,22.9,1.3,976.3,138.2
450000,广西壮族自治区,2016,100,1.198,11.47,,8484.37,,34,23.05,2.18,1232.32,93.9
450000,广西壮族自治区,2015,92,1.372,13.17,,18240.43,,29,22.38,1.52,2169.01,313.62
450000,广西壮族自治区,2014,67,0.92,8.97,,6638.91,,17,20.55,1.4,1145.31,622.78
450000,广西壮族自治区,2013,59,1.541,14.62,0.369,8817.88,3322.83,19,18.18,1.16,1227.7,582.19
450000,广西壮族自治区,2012,68,1.203,11.07,0.234,7579.12,2167.5,20,23.51,2.53,1591.78,662.32
450000,广西壮族自治区,2011,149,1.32,11.86,0.54,12072.57,6309.22,26,18.44,1.02,1306,508.6
450000,广西壮族自治区,2010,141,,14.93,0.699,15076,8053.0,24,18.68,1.65,1360,703
450000,广西壮族自治区,2009,135,,12.34,,12653,,24,16.22,1.6,1527,844
450000,广西壮族自治区,2008,140,,15.0,,15714,,22,5.0,1.0,879,738
450000,广西壮族自治区,2007,135,,,,,,20,,,,
450000,广西壮族自治区,2006,118,,,,,,22,,,,
450000,广西壮族自治区,2005,118,,,,,,23,,,,
450000,广西壮族自治区,2004,119,,,,,,22,,,,
450000,广西壮族自治区,2003,117,,,,,,24,,,,
450000,广西壮族自治区,2002,118,,,,,,26,,,,
450000,广西壮族自治区,2001,118,,,,,,24,,,,
450000,广西壮族自治区,2000,118,,,,,,32,,,,
460000,海南省,2019,111,1.11,11.1,,10960,,30,5.6,3.8,6010,5640
460000,海南省,2018,82,0.94,9.3,,7160,,15,8.3,2.1,6600,1490
460000,海南省,2017,77,1.081,10.73,,9406.77,,17,3.7,2.3,6243.6,128.1
460000,海南省,2016,74,0.894,8.85,,8111.81,,16,4.37,0.97,3846.5,183.53
460000,海南省,2015,66,0.772,7.64,,7012.11,,11,2.46,0.47,1517.67,261.4
460000,海南省,2014,71,0.974,9.66,,16729.74,,7,0.84,0.4,235.08,130.67
460000,海南省,2013,67,0.952,9.46,0.592,9722.92,7387.35,7,0.73,0.26,510.82,263
460000,海南省,2012,61,0.837,5.9,0.384,4130.49,2210.68,13,3.67,0.88,692.6,288.9
460000,海南省,2011,86,0.86,8.0,0.644,6075.37,4575.33,14,6.23,4.73,637.2,414.1
460000,海南省,2010,67,,8.41,0.678,6825,5107.0,10,3.87,0.38,1104,247
460000,海南省,2009,59,,7.94,,8992,,9,1.55,0.39,737,711
460000,海南省,2008,21,,2.0,,2315,,8,1.0,,81,9
460000,海南省,2007,70,,,,,,21,,,,
460000,海南省,2006,73,,,,,,16,,,,
460000,海南省,2005,22,,,,,,13,,,,
460000,海南省,2004,23,,,,,,18,,,,
460000,海南省,2003,28,,,,,,19,,,,
460000,海南省,2002,22,,,,,,19,,,,
460000,海南省,2001,22,,,,,,19,,,,
460000,海南省,2000,21,,,,,,18,,,,
500000,重庆市,2019,1646,19.82,197.6,,29760,,49,20.3,5.3,1180,490
500000,重庆市,2018,1571,18.95,189.3,,51430,,43,6.2,3.9,1280,970
500000,重庆市,2017,1283,15.159,151.45,,33709.98,,24,0.8,0.6,424.7,97.3
500000,重庆市,2016,770,8.996,89.85,,30805.75,,22,1.16,0.96,733,166.12
500000,重庆市,2015,730,9.576,94.99,,22225.01,,22,1.44,1.2,585.81,96.59
500000,重庆市,2014,512,6.208,61.17,,15574.8,,15,0.6,0.49,228.85,157.99
500000,重庆市,2013,443,4.812,47.38,3.582,14098.58,9025.43,15,0.55,0.53,194.33,182.61
500000,重庆市,2012,244,2.545,23.71,1.769,11760.41,6335.79,31,3.38,0.55,816.11,392.42
500000,重庆市,2011,282,3.73,35.95,2.401,15309.52,7911.47,46,137.29,0.93,5433.3,883.1
500000,重庆市,2010,381,,52.78,4.465,20968,15889.0,46,29.38,2.01,5831,752
500000,重庆市,2009,160,,12.36,,17937,,42,26.64,1.92,4319,527
500000,重庆市,2008,177,,10.0,,12626,,54,19.0,3.0,1608,591
500000,重庆市,2007,84,,,,,,32,,,,
500000,重庆市,2006,36,,,,,,19,,,,
500000,重庆市,2005,29,,,,,,17,,,,
500000,重庆市,2004,29,,,,,,20,,,,
500000,重庆市,2003,32,,,,,,25,,,,
500000,重庆市,2002,32,,,,,,24,,,,
500000,重庆市,2001,36,,,,,,25,,,,
500000,重庆市,2000,38,,,,,,25,,,,
510000,四川省,2019,732,6.14,61.1,,26420,,101,13.8,8.9,3210,2140
510000,四川省,2018,829,10.93,108.7,,23400,,110,12.4,7.5,3030,1500
510000,四川省,2017,697,7.773,77.02,,25411.38,,101,12.0,8.4,2579.9,814.6
510000,四川省,2016,621,8.423,83.89,,23037.44,,88,9.04,8.26,2283.5,626.95
510000,四川省,2015,543,10.263,102.45,,20117.84,,99,10.72,8.97,2015.29,496.98
510000,四川省,2014,492,6.418,63.71,,18873.43,,41,1.89,1.25,934.57,593.84
510000,四川省,2013,510,7.653,75.86,4.199,125414.32,13054.98,42,3.73,1.03,825.82,511.84
510000,四川省,2012,469,6.674,62.43,3.013,39630.62,16056.03,130,31.63,17.69,10631.39,2716.97
510000,四川省,2011,370,6.27,56.45,2.55,27876.14,10459.65,78,13.34,8.46,2176.5,1662.2
510000,四川省,2010,348,,50.56,2.069,33039,10619.0,94,12.37,8.25,3787,2460
510000,四川省,2009,332,,47.42,,37769,,96,13.01,7.96,4368,2351
510000,四川省,2008,274,,30.0,,23702,,95,11.0,5.0,2692,1832
510000,四川省,2007,206,,,,,,91,,,,
510000,四川省,2006,81,,,,,,65,,,,
510000,四川省,2005,84,,,,,,65,,,,
510000,四川省,2004,84,,,,,,72,,,,
510000,四川省,2003,89,,,,,,76,,,,
510000,四川省,2002,89,,,,,,80,,,,
510000,四川省,2001,94,,,,,,86,,,,
510000,四川省,2000,98,,,,,,94,,,,
520000,贵州省,2019,158,2.15,20.9,,11270,,18,0.9,0.7,460,450
520000,贵州省,2018,153,1.31,12.7,,12310,,15,0.6,0.5,100,100
520000,贵州省,2017,137,1.474,14.56,,27126.09,,9,0.4,0.3,33.5,0
520000,贵州省,2016,113,1.068,10.52,,8174.41,,12,5.96,0.07,54.95,
520000,贵州省,2015,95,0.838,7.56,,6824.69,,8,0.06,0.05,80,0
520000,贵州省,2014,105,1.653,8.81,,6113.81,,7,0.03,0.03,28,20
520000,贵州省,2013,106,1.633,15.14,0.662,12294.67,7050.67,6,,,,
520000,贵州省,2012,79,1.219,10.34,0.281,6642.82,2706.01,10,0.62,0.41,295,273.5
520000,贵州省,2011,45,0.55,4.78,0.224,4236.34,1866.83,11,0.66,0.27,412.4,47.1
520000,贵州省,2010,52,,4.69,0.2,5677,2355.0,7,0.65,0.28,339,129
520000,贵州省,2009,61,,6.4,,5438,,9,0.76,0.45,346,133
520000,贵州省,2008,24,,2.0,,2554,,11,,,200,153
520000,贵州省,2007,24,,,,,,11,,,,
520000,贵州省,2006,24,,,,,,11,,,,
520000,贵州省,2005,26,,,,,,12,,,,
520000,贵州省,2004,26,,,,,,12,,,,
520000,贵州省,2003,26,,,,,,13,,,,
520000,贵州省,2002,28,,,,,,13,,,,
520000,贵州省,2001,28,,,,,,13,,,,
520000,贵州省,2000,28,,,,,,14,,,,
530000,云南省,2019,304,7.57,75.6,,35390,,50,7.9,5.5,1610,1150
530000,云南省,2018,268,4.98,49.4,,25700,,27,3.6,3.2,930,750
530000,云南省,2017,316,5.601,55.68,,28545.84,,45,6.1,3.4,2568.7,297.2
530000,云南省,2016,221,4.446,44.01,,38831.68,,30,10.71,3.03,2182.93,202.14
530000,云南省,2015,276,4.572,45.19,,19399.58,,40,11.83,2.54,1398.91,266.35
530000,云南省,2014,284,5.34,52.84,,26055.7,,17,1.0,0.8,389.06,250.72
530000,云南省,2013,259,3.867,38.23,1.519,23252.84,10840.11,18,1.32,0.87,651.4,401.19
530000,云南省,2012,220,2.656,24.59,0.646,22269.83,8262.52,60,15.44,6.29,4922.4,3176.92
530000,云南省,2011,161,2.04,17.0,0.594,15497.84,7783.55,27,8.09,1.4,919.9,752.4
530000,云南省,2010,142,,15.4,0.525,17407,7242.0,36,9.01,1.16,1387,493
530000,云南省,2009,146,,17.41,,20696,,34,9.02,2.48,1613,843
530000,云南省,2008,127,,11.0,,12285,,31,12.0,2.0,1963,1175
530000,云南省,2007,131,,,,,,31,,,,
530000,云南省,2006,126,,,,,,33,,,,
530000,云南省,2005,135,,,,,,38,,,,
530000,云南省,2004,116,,,,,,42,,,,
530000,云南省,2003,121,,,,,,39,,,,
530000,云南省,2002,124,,,,,,38,,,,
530000,云南省,2001,128,,,,,,41,,,,
530000,云南省,2000,129,,,,,,40,,,,
540000,西藏自治区,2019,85,0.67,6.5,,5490,,15,0.4,0.3,600,580
540000,西藏自治区,2018,86,0.65,5.9,,4400,,14,0.1,0.1,40,20
540000,西藏自治区,2017,87,0.583,5.59,,4281.49,,15,0.6,0.5,73.7,49
540000,西藏自治区,2016,87,0.576,5.53,,3907.37,,14,0.18,0.12,72.18,50.51
540000,西藏自治区,2015,87,0.572,5.5,,3898.4,,14,0.35,0.08,97.9,32.59
540000,西藏自治区,2014,88,0.544,4.52,,4115.88,,14,0.34,0.1,90.46,52.34
540000,西藏自治区,2013,79,0.46,3.67,0.271,2572.96,1614.98,14,0.45,0.44,104.01,98.38
540000,西藏自治区,2012,92,0.865,8.05,0.213,2243.08,1316.28,22,1.43,0.43,316.09,120.03
540000,西藏自治区,2011,47,0.28,2.48,0.125,2064.23,1282.69,21,4.1,0.3,350,69.3
540000,西藏自治区,2010,37,,2.24,0.134,3803,1971.0,21,3.52,0.34,687,116
540000,西藏自治区,2009,29,,1.41,,1918,,22,0.68,0.4,313,134
540000,西藏自治区,2008,29,,2.0,,1508,,22,1.0,,127,82
540000,西藏自治区,2007,32,,,,,,12,,,,
540000,西藏自治区,2006,26,,,,,,26,,,,
540000,西藏自治区,2005,27,,,,,,24,,,,
540000,西藏自治区,2004,27,,,,,,29,,,,
540000,西藏自治区,2003,27,,,,,,37,,,,
540000,西藏自治区,2002,35,,,,,,33,,,,
540000,西藏自治区,2001,26,,,,,,17,,,,
540000,西藏自治区,2000,26,,,,,,20,,,,
610000,陕西省,2019,516,5.58,55.4,,47200,,114,43.3,11.9,4120,2360
610000,陕西省,2018,531,8.34,82.8,,49380,,102,29.1,10.3,3730,2110
610000,陕西省,2017,462,5.957,59.12,,42516.41,,120,20.2,12.2,3479.4,1481.8
610000,陕西省,2016,281,3.878,38.43,,32412.67,,92,8.58,5.02,2517.3,1477.95
610000,陕西省,2015,177,3.363,33.16,,43223.68,,88,12.63,3.01,2313.31,1182.69
610000,陕西省,2014,143,2.399,23.19,,21101.13,,85,8.14,1.88,1880.24,909.69
610000,陕西省,2013,119,2.484,24.35,1.655,26812,18801.06,86,8.19,2.27,2480.4,1023.1
610000,陕西省,2012,116,2.332,22.69,1.541,24183.02,17030.38,98,9.82,3.28,2729.89,1588.65
610000,陕西省,2011,115,2.6,24.56,1.708,21688.06,17155.35,90,8.65,2.33,2660.8,1044.1
610000,陕西省,2010,127,,20.48,1.574,30934,26243.0,97,5.05,2.63,2180,1242
610000,陕西省,2009,123,,20.41,,24193,,100,5.66,2.62,2266,1199
610000,陕西省,2008,111,,19.0,,19050,,105,10.0,3.0,3170,1466
610000,陕西省,2007,118,,,,,,106,,,,
610000,陕西省,2006,112,,,,,,108,,,,
610000,陕西省,2005,113,,,,,,107,,,,
610000,陕西省,2004,115,,,,,,108,,,,
610000,陕西省,2003,116,,,,,,109,,,,
610000,陕西省,2002,116,,,,,,110,,,,
610000,陕西省,2001,116,,,,,,108,,,,
610000,陕西省,2000,118,,,,,,112,,,,
620000,甘肃省,2019,343,3.51,34.8,,26480,,42,14.9,6.7,1650,1050
620000,甘肃省,2018,351,4.08,40.5,,32590,,44,35.8,6.3,1770,1370
620000,甘肃省,2017,286,2.926,29.11,,33780.68,,45,26.3,7.5,2003.8,388.3
620000,甘肃省,2016,227,3.144,31.18,,27749.2,,48,25.82,2.46,1038.71,374.42
620000,甘肃省,2015,191,2.307,22.7,,20342.19,,24,14.06,1.33,710.58,369.07
620000,甘肃省,2014,190,2.23,22.12,,21499.37,,22,15.96,5.82,703.52,373.89
620000,甘肃省,2013,124,1.928,19.19,1.442,21900.46,15546.88,22,4.22,0.24,462.72,135.32
620000,甘肃省,2012,103,1.973,19.45,1.258,19088.95,12164.32,25,5.79,0.33,863.92,351.67
620000,甘肃省,2011,84,1.65,16.2,1.103,20198.65,15221.11,24,1.71,0.71,814.7,345
620000,甘肃省,2010,82,,15.97,1.13,22992,17772.0,27,2.67,0.71,571,421
620000,甘肃省,2009,81,,15.55,,20432,,30,4.08,0.74,941,430
620000,甘肃省,2008,82,,15.0,,23949,,31,4.0,1.0,643,479
620000,甘肃省,2007,77,,,,,,27,,,,
620000,甘肃省,2006,75,,,,,,28,,,,
620000,甘肃省,2005,76,,,,,,30,,,,
620000,甘肃省,2004,76,,,,,,29,,,,
620000,甘肃省,2003,74,,,,,,32,,,,
620000,甘肃省,2002,74,,,,,,40,,,,
620000,甘肃省,2001,77,,,,,,48,,,,
620000,甘肃省,2000,76,,,,,,46,,,,
630000,青海省,2019,100,0.52,4.9,,2130,,39,5.7,3.5,810,120
630000,青海省,2018,84,0.58,5.3,,4240,,27,2.4,0.6,1060,250
630000,青海省,2017,48,0.388,3.46,,2447.75,,19,2.8,0.6,447.3,57.4
630000,青海省,2016,60,0.681,6.61,,2844.39,,20,2.8,0.86,685.96,104.18
630000,青海省,2015,54,0.353,3.28,,3332.73,,16,2.03,0.43,586.18,70.02
630000,青海省,2014,64,0.318,3.04,,2613.46,,16,1.92,0.16,555.18,50.02
630000,青海省,2013,37,0.309,2.85,0.135,1634.84,655.85,16,4.02,0.17,517.92,42.69
630000,青海省,2012,40,0.489,4.78,0.131,4142.15,1009.33,23,6.81,0.16,424.79,36.89
630000,青海省,2011,38,0.41,3.88,0.199,2754.2,1263.32,22,5.6,0.2,383.3,24.4
630000,青海省,2010,32,,3.19,0.174,2260,1187.0,20,7.2,0.3,594,74
630000,青海省,2009,30,,2.76,,1982,,21,6.13,0.45,452,132
630000,青海省,2008,23,,3.0,,3396,,16,2.0,,188,81
630000,青海省,2007,21,,,,,,4,,,,
630000,青海省,2006,12,,,,,,1,,,,
630000,青海省,2005,12,,,,,,1,,,,
630000,青海省,2004,12,,,,,,1,,,,
630000,青海省,2003,14,,,,,,1,,,,
630000,青海省,2002,13,,,,,,2,,,,
630000,青海省,2001,14,,,,,,2,,,,
630000,青海省,2000,14,,,,,,2,,,,
640000,宁夏回族自治区,2019,30,0.5,4.9,,3000,,3,0.3,0.2,140,100
640000,宁夏回族自治区,2018,75,0.76,7.6,,2800,,6,1.1,0.5,1060,1020
640000,宁夏回族自治区,2017,45,1.778,17.42,,3885.38,,3,0.9,0.2,237.1,185
640000,宁夏回族自治区,2016,34,0.528,5.25,,3599.22,,6,0.9,0.4,117.74,
640000,宁夏回族自治区,2015,40,0.615,6.12,,4925.64,,3,0.49,0.0,11.23,0
640000,宁夏回族自治区,2014,31,1.411,14.1,,4143,,3,0.58,0.02,72.21,11
640000,宁夏回族自治区,2013,33,0.928,8.6,0.459,5957.77,3521.58,3,0.5,0.02,109,11
640000,宁夏回族自治区,2012,16,0.336,2.95,0.189,3131.26,2069.87,7,0.35,0.04,145.22,37.85
640000,宁夏回族自治区,2011,37,0.62,5.82,0.381,5264.98,3387.7,6,0.09,0.02,12.2,6
640000,宁夏回族自治区,2010,45,,4.67,0.331,5975,3854.0,15,1.61,0.78,340,134
640000,宁夏回族自治区,2009,47,,4.7,,4710,,16,1.41,0.8,663,134
640000,宁夏回族自治区,2008,47,,4.0,,4310,,16,1.0,1.0,398,194
640000,宁夏回族自治区,2007,41,,,,,,20,,,,
640000,宁夏回族自治区,2006,14,,,,,,11,,,,
640000,宁夏回族自治区,2005,23,,,,,,12,,,,
640000,宁夏回族自治区,2004,14,,,,,,13,,,,
640000,宁夏回族自治区,2003,14,,,,,,14,,,,
640000,宁夏回族自治区,2002,14,,,,,,14,,,,
640000,宁夏回族自治区,2001,14,,,,,,16,,,,
640000,宁夏回族自治区,2000,15,,,,,,19,,,,
650000,新疆维吾尔自治区,2019,132,3.73,36.6,,12650,,23,42.4,11.4,900,530
650000,新疆维吾尔自治区,2018,134,1.85,18.2,,10620,,26,60.3,1.2,1200,660
650000,新疆维吾尔自治区,2017,127,1.672,16.09,,10937.46,,24,60.1,1.7,1064.9,81.5
650000,新疆维吾尔自治区,2016,131,1.69,16.35,,11901.61,,17,36.52,0.6,713.87,185.15
650000,新疆维吾尔自治区,2015,132,1.763,17.21,,12068.67,,16,40.17,0.49,3454.65,200.86
650000,新疆维吾尔自治区,2014,122,1.684,16.41,,9231.46,,15,32.38,0.77,669.23,152.07
650000,新疆维吾尔自治区,2013,123,1.453,14.02,0.972,8656.99,5160.3,15,34.78,0.84,982.88,265.67
650000,新疆维吾尔自治区,2012,137,1.886,18.07,0.886,9934.06,5511.11,16,42.94,0.76,1455.98,327.24
650000,新疆维吾尔自治区,2011,133,1.6,14.27,0.775,10001.51,4512.68,13,32.15,0.2,1035.6,113
650000,新疆维吾尔自治区,2010,132,,15.15,0.707,10524,4965.0,15,20.44,0.17,1070,90
650000,新疆维吾尔自治区,2009,136,,12.66,,7203,,21,17.9,0.4,1279,259
650000,新疆维吾尔自治区,2008,119,,12.0,,7429,,20,28.0,,1324,283
650000,新疆维吾尔自治区,2007,120,,,,,,30,,,,
650000,新疆维吾尔自治区,2006,118,,,,,,43,,,,
650000,新疆维吾尔自治区,2005,91,,,,,,47,,,,
650000,新疆维吾尔自治区,2004,87,,,,,,35,,,,
650000,新疆维吾尔自治区,2003,88,,,,,,26,,,,
650000,新疆维吾尔自治区,2002,89,,,,,,26,,,,
650000,新疆维吾尔自治区,2001,89,,,,,,23,,,,
650000,新疆维吾尔自治区,2000,88,,,,,,23,,,,
